jira_id,issue_type,prefactoring_detected,confidence,structural_refactoring,structural_td_fixed,refactoring_count,fixed_count,new_count,diff_available,reasoning
FLINK-15454,Improvement,False,high,False,False,1,0,1,,No SonarQube issues were fixed in this change.
FLINK-15479,Improvement,False,high,False,False,1,0,1,,No SonarQube issues were fixed in this change.
FLINK-15627,Improvement,False,high,False,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-16163,Improvement,False,high,True,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-15967,Improvement,False,high,False,False,1,0,1,,No SonarQube issues were fixed in this change.
FLINK-16341,Improvement,False,high,True,False,9,0,0,,No SonarQube issues were fixed in this change.
FLINK-16516,Improvement,False,high,False,False,2,0,10,,No SonarQube issues were fixed in this change.
FLINK-16493,Improvement,False,high,False,False,7,0,1,,No SonarQube issues were fixed in this change.
FLINK-15727,Improvement,False,high,False,False,2,0,1,,No SonarQube issues were fixed in this change.
FLINK-16607,Improvement,False,high,False,False,6,0,0,,No SonarQube issues were fixed in this change.
FLINK-16494,Improvement,False,high,False,False,4,0,3,,No SonarQube issues were fixed in this change.
FLINK-16650,Improvement,False,high,False,False,29,0,7,,No SonarQube issues were fixed in this change.
FLINK-16653,Improvement,False,high,True,False,45,0,0,,No SonarQube issues were fixed in this change.
FLINK-16625,Improvement,False,high,False,False,3,0,1,,No SonarQube issues were fixed in this change.
FLINK-17036,Improvement,False,high,False,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-17063,Improvement,False,high,True,False,2,0,1,,No SonarQube issues were fixed in this change.
FLINK-16687,New Feature,False,high,True,False,14,0,0,,No SonarQube issues were fixed in this change.
FLINK-17665,Improvement,False,high,False,False,9,0,1,,No SonarQube issues were fixed in this change.
FLINK-17780,Improvement,False,high,False,False,5,0,0,,No SonarQube issues were fixed in this change.
FLINK-17937,Improvement,False,high,False,False,6,0,1,,No SonarQube issues were fixed in this change.
FLINK-18558,Improvement,False,high,True,False,133,0,3,,No SonarQube issues were fixed in this change.
FLINK-18638,Improvement,False,high,True,False,2,0,1,,No SonarQube issues were fixed in this change.
FLINK-18449,Improvement,False,high,False,False,29,0,3,,No SonarQube issues were fixed in this change.
FLINK-18955,Improvement,False,high,False,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-19002,New Feature,False,high,True,False,16,0,1,,No SonarQube issues were fixed in this change.
FLINK-18410,Improvement,False,high,False,False,2,0,1,,No SonarQube issues were fixed in this change.
FLINK-19509,New Feature,False,high,False,False,9,0,0,,No SonarQube issues were fixed in this change.
FLINK-19522,Improvement,False,high,False,False,2,0,0,,No SonarQube issues were fixed in this change.
FLINK-19368,Improvement,False,high,False,False,2,0,1,,No SonarQube issues were fixed in this change.
FLINK-19765,Improvement,False,high,False,False,2,0,1,,No SonarQube issues were fixed in this change.
FLINK-19252,Improvement,False,high,True,False,3,0,0,,No SonarQube issues were fixed in this change.
FLINK-18811,Improvement,False,high,False,False,4,0,0,,No SonarQube issues were fixed in this change.
FLINK-19702,Improvement,False,high,False,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-19939,Improvement,False,high,False,False,3,0,2,,No SonarQube issues were fixed in this change.
FLINK-20002,Improvement,False,high,True,False,3,0,1,,No SonarQube issues were fixed in this change.
FLINK-20058,Improvement,False,high,False,False,2,0,0,,No SonarQube issues were fixed in this change.
FLINK-20169,Improvement,False,high,True,False,2,0,1,,No SonarQube issues were fixed in this change.
FLINK-20293,Improvement,False,high,True,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-20444,Improvement,False,high,False,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-20441,Improvement,False,high,False,False,2,0,5,,No SonarQube issues were fixed in this change.
FLINK-20209,Improvement,False,high,False,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-19013,Improvement,False,high,True,False,7,0,0,,No SonarQube issues were fixed in this change.
FLINK-20546,Improvement,False,high,False,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-20745,Improvement,False,high,False,False,3,0,0,,No SonarQube issues were fixed in this change.
FLINK-20488,Improvement,False,high,False,False,3,0,1,,No SonarQube issues were fixed in this change.
FLINK-20348,Improvement,False,high,False,False,3,0,0,,No SonarQube issues were fixed in this change.
FLINK-21204,Improvement,False,high,False,False,3,0,1,,No SonarQube issues were fixed in this change.
FLINK-12607,Improvement,False,high,False,False,6,0,0,,No SonarQube issues were fixed in this change.
FLINK-18726,Improvement,False,high,False,False,1,0,1,,No SonarQube issues were fixed in this change.
FLINK-17401,Improvement,False,high,False,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-21679,Improvement,False,high,False,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-19763,Improvement,False,high,True,False,20,0,0,,No SonarQube issues were fixed in this change.
FLINK-20460,New Feature,False,high,True,False,7,0,9,,No SonarQube issues were fixed in this change.
FLINK-21851,Improvement,False,high,True,False,19,0,0,,No SonarQube issues were fixed in this change.
FLINK-21890,Improvement,False,high,False,False,8,0,0,,No SonarQube issues were fixed in this change.
FLINK-21506,Improvement,False,high,False,False,1,0,1,,No SonarQube issues were fixed in this change.
FLINK-22215,Improvement,False,high,False,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-22352,Improvement,False,high,False,False,28,0,1,,No SonarQube issues were fixed in this change.
FLINK-22372,Improvement,False,high,False,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-21131,Improvement,False,high,False,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-22379,Improvement,False,high,True,False,23,0,1,,No SonarQube issues were fixed in this change.
FLINK-22472,Improvement,False,high,True,False,31,0,4,,No SonarQube issues were fixed in this change.
FLINK-23029,Improvement,False,high,False,False,5,0,1,,No SonarQube issues were fixed in this change.
FLINK-23352,Improvement,False,high,False,False,7,0,0,,No SonarQube issues were fixed in this change.
FLINK-23490,Improvement,False,high,False,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-22936,New Feature,False,high,True,False,8,0,2,,No SonarQube issues were fixed in this change.
FLINK-12141,New Feature,False,high,True,False,4,0,5,,No SonarQube issues were fixed in this change.
FLINK-23800,Improvement,False,high,False,False,1,0,2,,No SonarQube issues were fixed in this change.
FLINK-24055,Improvement,False,high,False,False,1,0,5,,No SonarQube issues were fixed in this change.
FLINK-17495,New Feature,False,high,False,False,4,0,1,,No SonarQube issues were fixed in this change.
FLINK-23654,Improvement,False,high,False,False,16,0,0,,No SonarQube issues were fixed in this change.
FLINK-22275,Improvement,False,high,True,False,3,0,0,,No SonarQube issues were fixed in this change.
FLINK-23519,Improvement,False,high,False,False,7,0,0,,No SonarQube issues were fixed in this change.
FLINK-24117,Improvement,False,high,True,False,4,0,1,,No SonarQube issues were fixed in this change.
FLINK-24459,Improvement,False,high,True,False,2,0,0,,No SonarQube issues were fixed in this change.
FLINK-24861,New Feature,False,high,False,False,3,0,0,,No SonarQube issues were fixed in this change.
FLINK-24627,Improvement,False,high,False,False,3,0,13,,No SonarQube issues were fixed in this change.
FLINK-25153,Improvement,False,high,False,False,1,0,1,,No SonarQube issues were fixed in this change.
FLINK-25398,Improvement,False,high,False,False,1,0,6,,No SonarQube issues were fixed in this change.
FLINK-10804,Improvement,False,high,False,False,2,0,0,,No SonarQube issues were fixed in this change.
FLINK-25731,New Feature,False,high,False,False,1,0,6,,No SonarQube issues were fixed in this change.
FLINK-26001,Improvement,False,high,False,False,1,0,1,,No SonarQube issues were fixed in this change.
FLINK-25484,Improvement,False,high,False,False,2,0,1,,No SonarQube issues were fixed in this change.
FLINK-25697,Improvement,False,high,False,False,5,0,11,,No SonarQube issues were fixed in this change.
FLINK-24571,Improvement,False,high,True,False,4,0,2,,No SonarQube issues were fixed in this change.
FLINK-25961,Improvement,False,high,False,False,18,0,1,,No SonarQube issues were fixed in this change.
FLINK-26368,Improvement,False,high,False,False,4,0,0,,No SonarQube issues were fixed in this change.
FLINK-27187,Improvement,False,high,False,False,13,0,0,,No SonarQube issues were fixed in this change.
FLINK-26074,Improvement,False,high,True,False,93,0,0,,No SonarQube issues were fixed in this change.
FLINK-27819,Improvement,False,high,True,False,4,0,0,,No SonarQube issues were fixed in this change.
FLINK-28112,Improvement,False,high,False,False,11,0,0,,No SonarQube issues were fixed in this change.
FLINK-27188,Improvement,False,high,False,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-26047,Improvement,False,high,True,False,5,0,0,,No SonarQube issues were fixed in this change.
FLINK-28636,Improvement,False,high,True,False,4,0,1,,No SonarQube issues were fixed in this change.
FLINK-28624,Improvement,False,high,False,False,10,0,8,,No SonarQube issues were fixed in this change.
FLINK-28822,Improvement,False,high,False,False,2,0,0,,No SonarQube issues were fixed in this change.
FLINK-28827,New Feature,False,high,True,False,4,0,0,,No SonarQube issues were fixed in this change.
FLINK-28735,Improvement,False,high,False,False,2,0,13,,No SonarQube issues were fixed in this change.
FLINK-29403,Improvement,False,high,True,False,1815,0,0,,No SonarQube issues were fixed in this change.
FLINK-29244,Improvement,False,high,False,False,2,0,0,,No SonarQube issues were fixed in this change.
FLINK-29480,Improvement,False,high,False,False,2,0,0,,No SonarQube issues were fixed in this change.
FLINK-29095,Improvement,False,high,False,False,5,0,0,,No SonarQube issues were fixed in this change.
FLINK-26027,Improvement,False,high,False,False,5,0,2,,No SonarQube issues were fixed in this change.
FLINK-30002,Improvement,False,high,False,False,27,0,0,,No SonarQube issues were fixed in this change.
FLINK-29969,Improvement,False,high,False,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-29322,New Feature,False,high,False,False,5,0,1,,No SonarQube issues were fixed in this change.
FLINK-30090,Improvement,False,high,True,False,3,0,0,,No SonarQube issues were fixed in this change.
FLINK-30116,Improvement,False,high,False,False,1,0,1,,No SonarQube issues were fixed in this change.
FLINK-30796,Improvement,False,high,True,False,6,0,1,,No SonarQube issues were fixed in this change.
FLINK-30493,New Feature,False,high,True,False,7,0,5,,No SonarQube issues were fixed in this change.
FLINK-29801,Improvement,False,high,True,False,21,0,2,,No SonarQube issues were fixed in this change.
FLINK-31250,Improvement,False,high,False,False,3,0,0,,No SonarQube issues were fixed in this change.
FLINK-30113,Improvement,False,high,False,False,2,0,0,,No SonarQube issues were fixed in this change.
FLINK-31487,Improvement,False,high,True,False,9,0,4,,No SonarQube issues were fixed in this change.
FLINK-18996,Improvement,False,high,False,False,5,0,4,,No SonarQube issues were fixed in this change.
FLINK-30713,Improvement,False,high,True,False,4,0,0,,No SonarQube issues were fixed in this change.
FLINK-30729,Improvement,False,high,False,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-32030,Improvement,False,high,True,False,7,0,0,,No SonarQube issues were fixed in this change.
FLINK-31997,Improvement,False,high,False,False,8,0,1,,No SonarQube issues were fixed in this change.
FLINK-31677,Improvement,False,high,True,False,3,0,0,,No SonarQube issues were fixed in this change.
FLINK-31665,Improvement,False,high,True,False,1,0,2,,No SonarQube issues were fixed in this change.
FLINK-32205,Improvement,False,high,False,False,1,0,1,,No SonarQube issues were fixed in this change.
FLINK-32326,Improvement,False,high,False,False,3,0,0,,No SonarQube issues were fixed in this change.
FLINK-32345,Improvement,False,high,True,False,29,0,6,,No SonarQube issues were fixed in this change.
FLINK-32373,Improvement,False,high,False,False,4,0,0,,No SonarQube issues were fixed in this change.
FLINK-32260,Improvement,False,high,True,False,1,0,1,,No SonarQube issues were fixed in this change.
FLINK-32613,Improvement,False,high,False,False,2,0,0,,No SonarQube issues were fixed in this change.
FLINK-32625,Improvement,False,high,True,False,2,0,0,,No SonarQube issues were fixed in this change.
FLINK-32469,Improvement,False,high,True,False,27,0,1,,No SonarQube issues were fixed in this change.
FLINK-32137,Improvement,False,high,True,False,4,0,0,,No SonarQube issues were fixed in this change.
FLINK-32860,Improvement,False,high,False,False,144,0,1,,No SonarQube issues were fixed in this change.
FLINK-20681,Improvement,False,high,True,False,22,0,0,,No SonarQube issues were fixed in this change.
FLINK-32885,New Feature,False,high,True,False,3,0,0,,No SonarQube issues were fixed in this change.
FLINK-33077,Improvement,False,high,True,False,2,0,2,,No SonarQube issues were fixed in this change.
FLINK-33103,Improvement,False,high,True,False,21,0,0,,No SonarQube issues were fixed in this change.
FLINK-33229,Improvement,False,high,False,False,1,0,3,,No SonarQube issues were fixed in this change.
FLINK-33199,Improvement,False,high,True,False,15,0,0,,No SonarQube issues were fixed in this change.
FLINK-33226,Improvement,False,high,True,False,68,0,0,,No SonarQube issues were fixed in this change.
FLINK-33090,Improvement,False,high,True,False,20,0,0,,No SonarQube issues were fixed in this change.
FLINK-21883,Improvement,False,high,True,False,13,0,1,,No SonarQube issues were fixed in this change.
FLINK-33543,Improvement,False,high,False,False,4,0,1,,No SonarQube issues were fixed in this change.
FLINK-33608,Improvement,False,high,False,False,2,0,0,,No SonarQube issues were fixed in this change.
FLINK-33691,Improvement,False,high,False,False,6,0,2,,No SonarQube issues were fixed in this change.
FLINK-33726,Improvement,False,high,True,False,3,0,1,,No SonarQube issues were fixed in this change.
FLINK-33853,Improvement,False,high,False,False,69,0,1,,No SonarQube issues were fixed in this change.
FLINK-32949,Improvement,False,high,True,False,16,0,2,,No SonarQube issues were fixed in this change.
FLINK-34316,Improvement,False,high,False,False,5,0,0,,No SonarQube issues were fixed in this change.
FLINK-20090,New Feature,False,high,False,False,3,0,1,,No SonarQube issues were fixed in this change.
FLINK-34417,Improvement,False,high,True,False,26,0,3,,No SonarQube issues were fixed in this change.
FLINK-32261,Improvement,False,high,True,False,8,0,3,,No SonarQube issues were fixed in this change.
FLINK-35155,New Feature,False,high,False,False,3,0,1,,No SonarQube issues were fixed in this change.
FLINK-35130,Improvement,False,high,False,False,14,0,2,,No SonarQube issues were fixed in this change.
FLINK-35437,Improvement,False,high,False,False,14,0,1,,No SonarQube issues were fixed in this change.
FLINK-31664,Improvement,False,high,True,False,4,0,2,,No SonarQube issues were fixed in this change.
FLINK-35371,Improvement,False,high,False,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-35812,Improvement,False,high,False,False,2,0,0,,No SonarQube issues were fixed in this change.
FLINK-36284,Improvement,False,high,True,False,3,0,0,,No SonarQube issues were fixed in this change.
FLINK-36342,Improvement,False,high,False,False,6,0,1,,No SonarQube issues were fixed in this change.
FLINK-35825,Improvement,False,high,False,False,2,0,2,,No SonarQube issues were fixed in this change.
FLINK-36809,Improvement,False,high,True,False,8,0,0,,No SonarQube issues were fixed in this change.
FLINK-36873,Improvement,False,high,False,False,5,0,1,,No SonarQube issues were fixed in this change.
FLINK-36934,Improvement,False,high,False,False,5,0,1,,No SonarQube issues were fixed in this change.
FLINK-22091,Improvement,False,high,False,False,2,0,0,,No SonarQube issues were fixed in this change.
FLINK-36871,Improvement,False,high,True,False,5,0,0,,No SonarQube issues were fixed in this change.
FLINK-37258,Improvement,False,high,True,False,2,0,1,,No SonarQube issues were fixed in this change.
FLINK-37363,Improvement,False,high,False,False,4,0,0,,No SonarQube issues were fixed in this change.
FLINK-37398,Improvement,False,high,False,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-37410,New Feature,False,high,True,False,7,0,6,,No SonarQube issues were fixed in this change.
FLINK-37568,Improvement,False,high,False,False,4,0,1,,No SonarQube issues were fixed in this change.
FLINK-37642,Improvement,False,high,False,False,4,0,0,,No SonarQube issues were fixed in this change.
FLINK-37638,Improvement,False,high,False,False,12,0,1,,No SonarQube issues were fixed in this change.
FLINK-37665,Improvement,False,high,False,False,1,0,1,,No SonarQube issues were fixed in this change.
FLINK-37907,Improvement,False,high,False,False,1,0,0,,No SonarQube issues were fixed in this change.
FLINK-37957,Improvement,False,high,True,False,27,0,0,,No SonarQube issues were fixed in this change.
FLINK-35051,Improvement,False,high,True,False,9,0,3,,No SonarQube issues were fixed in this change.
FLINK-37365,Improvement,False,high,False,False,4,0,0,,No SonarQube issues were fixed in this change.
FLINK-38028,Improvement,False,high,False,False,43,0,1,,No SonarQube issues were fixed in this change.
FLINK-38114,Improvement,False,high,True,False,25,0,4,,No SonarQube issues were fixed in this change.
FLINK-38093,Improvement,False,high,False,False,2,0,0,,No SonarQube issues were fixed in this change.
FLINK-37827,Improvement,False,high,True,False,11,0,4,,No SonarQube issues were fixed in this change.
FLINK-38216,Improvement,False,high,False,False,4,0,2,,No SonarQube issues were fixed in this change.
FLINK-38364,Improvement,False,high,True,False,35,0,1,,No SonarQube issues were fixed in this change.
FLINK-38497,New Feature,False,high,True,False,18,0,22,,No SonarQube issues were fixed in this change.
FLINK-38229,New Feature,False,high,False,False,4,0,1,,No SonarQube issues were fixed in this change.
FLINK-21027,Improvement,True,high,True,True,5,1,2,True,"The fixed SonarQube issue (java:S1135 in StateConfigUtil.java) is a TODO comment that explicitly references 'FLINK-21027' — the exact JIRA being implemented. The diff shows the TODO and the entire isStateImmutableInStateBackend() workaround method were removed from StateConfigUtil.java as a direct consequence of implementing the new isSafeToReuseKVState() method on KeyedStateBackend. The feature work restructured the API so that callers (e.g., RecordsWindowBuffer.java) now call stateBackend.isSafeToReuseKVState() directly, eliminating the need for the workaround that carried the TODO, making this a causal byproduct of the feature implementation rather than incidental cleanup."
FLINK-30345,Improvement,False,high,True,True,34,2,2,True,"Both fixed SonarQube issues are in files directly modified by the feature work: the S1117 'Rename wrapper' issue in AbstractStateChangeLogger.java was resolved as a direct byproduct of removing the 'wrapper' field entirely (replacing DataOutputViewStreamWrapper with DataOutputSerializer), which is the core change implementing the performance improvement; the S1161 '@Override' annotation issue in KvStateChangeLoggerImpl.java was fixed as the methods were restructured during the type signature changes from DataOutputViewStreamWrapper to DataOutputView. Both fixes are natural consequences of the refactoring needed to implement the JIRA improvement — the feature required touching every method signature in these classes, and the TD issues were resolved in the process of those structural changes."
FLINK-36946,Improvement,False,high,True,False,8,2880,0,True,"The JIRA feature touches MetricUtils.java, SinkTransformationTranslator.java, TaskMetricGroup.java, JobManagerJobMetricGroup.java, and ConfigConstants.java — none of the 20 fixed SonarQube issues are in these files. All fixed issues are in unrelated files: MergingWindowSet.java, CliFrontend.java, GenericCLI.java, DefaultClusterClientServiceLoader.java, ApplicationClusterEntryPoint.java, ApplicationDispatcherBootstrap.java, various other flink-clients classes, HybridSourceReader.java, and HybridSourceSplitEnumerator.java. The structural refactoring (extracting truncateOperatorName into MetricUtils, moving WRITER_NAME/COMMITTER_NAME/METRICS_OPERATOR_NAME_MAX_LENGTH to ConfigConstants) is entirely causal to the feature but did not produce the listed SonarQube TD fixes. The 20 fixed issues (S3824, S6208, S6204, S6201) represent incidental cleanup in files completely unrelated to the sink operator name truncation feature, likely swept in during a large commit or baseline recalculation."
FLINK-38488,Improvement,False,high,False,False,29,1,0,True,"The single fixed SonarQube issue (java:S3824 - Map.computeIfAbsent() suggestion) is in flink-table/flink-table-runtime/.../MergingWindowSet.java, a production file completely unrelated to the JIRA work. The JIRA improvement exclusively touches test files in flink-tests/ to replace try-catch-fail patterns with 'throws Exception' declarations. The SonarQube fix is in a different module (flink-table-runtime vs flink-tests), a different file type (production vs test), and addresses an entirely different coding pattern (Map API usage), making it purely incidental cleanup with no logical connection to the feature work."
FLINK-10471,New Feature,False,high,True,True,160,7,4,True,"The feature (RocksDB compaction filter for TTL cleanup) directly touched RocksDBKeyedStateBackend.java and MonotonicTTLTimeProvider.java, which are the exact files where 6 of the 7 fixed SonarQube issues resided. The S2696 issues in MonotonicTTLTimeProvider were fixed as a direct consequence of adding thread-safety for RocksDB compaction filter threads (static field mutations wrapped in synchronized blocks), the S1874 deprecation removals in RocksDBKeyedStateBackend were byproducts of refactoring that class to support the new TTL compaction filter infrastructure (replacing Tuple2 with RocksDbKvStateInfo, changing ColumnFamilyOptions to factory function), and the S3398/S1319 issues were introduced/shifted during the same structural refactoring. Only the RocksDBSnapshotStrategyBase.java S1319 fix is borderline incidental but was caused by the same RocksDbKvStateInfo structural change that was central to the feature. The extensive RefactoringMiner detections (Extract Class, Move Method, Pull Up Method, etc.) confirm deep structural restructuring of the RocksDB backend files was necessary to implement the compaction filter feature."
FLINK-33198,Improvement,False,high,True,True,72,7,11,True,"The JIRA issue required adding TIMESTAMP_WITH_LOCAL_TIME_ZONE support across AvroSchemaConverter, RowDataToAvroConverters, AvroToRowDataConverters, and related serialization/deserialization classes. The fixed S3776 cognitive complexity violations in AvroSchemaConverter.java (3 methods) and AvroRowDeserializationSchema.java and AvroRowSerializationSchema.java are directly caused by the feature work: adding legacyTimestampMapping parameter branching and new TIMESTAMP_WITH_LOCAL_TIME_ZONE case handling increased complexity in these already-complex methods, and the RefactoringMiner detections (11 Extract Method operations) show the developers split methods to manage this complexity as part of implementing the feature. The S6213 cosmetic renames in AvroRowDeserializationSchema.java and AvroRowSerializationSchema.java appear more incidental (variable naming unrelated to the timestamp feature), but the structural S3776 fixes represent the bulk of TD removed and are clearly byproducts of the feature refactoring in the same methods that were restructured to support the new timestamp type."
FLINK-37674,New Feature,False,medium,True,False,35,2,0,True,"The first SonarQube fix (java:S3824, Map.computeIfAbsent in MergingWindowSet.java) is in a file completely unrelated to the SQL state connector feature — the feature touched SavepointDynamicTableSourceFactory.java and related files, not MergingWindowSet.java. The second SonarQube fix (java:S1192, duplicate literal '%s.%s.%s' in SavepointDynamicTableSourceFactory.java) is in a file central to the feature work, but the fix itself (defining a constant for the literal) is not a byproduct of adding generalized type information support — the feature expanded the use of that string pattern rather than consolidating it, suggesting the SonarQube fix was applied as opportunistic cleanup rather than as a structural consequence of the feature implementation. Both fixes appear incidental."
FLINK-15988,Improvement,False,high,True,True,5,2,2,True,"Both fixed SonarQube issues are in JsonRowSerializationSchema.java, which is the exact file the JIRA issue targets. The java:S1135 TODO comment fix is directly the task described in the JIRA ('leaves a TODO to make it private'), and the java:S1874 deprecation usage fix results from making the constructor private and updating call sites to use the new builder pattern — both are natural byproducts of implementing the feature. The diff shows the constructor was made private, the TODO removed, and all deprecated usages replaced with builder calls, confirming the TD fixes are causally entailed by the feature work."
FLINK-31085,Improvement,False,high,True,True,7,1,1,True,"The single SonarQube issue (java:S3655 - unchecked Optional access) is in DebeziumAvroFormatFactory.java at line 150, which is precisely the file modified to add the new 'schema' option for the JIRA feature. The diff shows that the feature work restructured how the 'subject' Optional is handled (adding schema option alongside it), and the SonarQube delta shows the old violation was resolved and a new one introduced at line 150 — indicating the code was actively rewritten in this method as part of the feature, with the old TD issue being superseded/moved as a natural byproduct of restructuring the encoding format creation logic. The TD fix is not incidental cleanup in an unrelated file but rather a consequence of the feature touching and restructuring this exact code path."
FLINK-38291,Improvement,False,high,True,False,21,1,1,True,"The single fixed SonarQube issue (java:S3824, Map.computeIfAbsent() in MergingWindowSet.java) is in flink-table-runtime, a completely different module from the feature work which is entirely within flink-runtime REST handlers and MetricStore. The feature's core structural refactoring — moving synchronized methods out of MetricStore into a new JobMetricStoreSnapshot class, and changing handler signatures to accept snapshot objects instead of MetricFetcher — touched MetricStore.java, MutableIOMetrics.java, and multiple REST handlers, none of which overlap with MergingWindowSet.java. The new SonarQube issue (java:S1452 wildcard type in MetricStore.java line 702) was introduced as a side effect of the feature work, while the fixed issue in MergingWindowSet.java is purely incidental cleanup in an unrelated file."
FLINK-24848,Improvement,False,high,True,False,2,1,0,True,"The single SonarQube fix (java:S1611 - remove parentheses around 'operationResult' parameter) is in SavepointHandlers.java, which is the core file modified to implement the FLINK-24848 feature. The diff shows that the thenApply lambda with '(operationResult)' was replaced by a handle() callback as part of restructuring error handling to return 404/500 responses — the parentheses removal is a natural byproduct of rewriting the lambda signature during this feature work. The test changes in SavepointHandlersTest.java directly test the new NOT_FOUND error behavior, confirming the structural change was driven by the feature requirement rather than cosmetic cleanup."
FLINK-32706,Improvement,False,high,True,False,1,1,0,True,"The single fixed SonarQube issue (java:S3824, Map.computeIfAbsent suggestion) is in MergingWindowSet.java, which is a window operator class completely unrelated to the SPLIT string function feature being implemented. The feature work is entirely contained in SplitFunction.java (new file), BuiltInFunctionDefinitions.java, BaseExpressions.java, and CollectionFunctionsITCase.java — none of which overlap with MergingWindowSet.java. This is a clear case of incidental cleanup committed alongside the feature work, not a byproduct of implementing the SPLIT function."
