jira_id,issue_type,prefactoring_detected,confidence,structural_refactoring,structural_td_fixed,refactoring_count,fixed_count,new_count,diff_available,reasoning
YARN-11738,Improvement,False,high,False,False,2,2,0,True,The JIRA feature work is entirely focused on SecretManager.java and CommonConfigurationKeysPublic.java to make HMAC algorithm and key length configurable for FIPS compliance. Both fixed SonarQube issues (java:S3824 Map.computeIfAbsent replacements) are in FileSystemTimelineWriter.java and ContainerMetrics.java — files completely unrelated to the SecretManager modernization. These two fixes have no logical connection to the feature's implementation and were opportunistic cleanup committed alongside the feature work.
YARN-9966,Improvement,False,high,True,True,1,3,2,True,"All three fixed SonarQube issues are in UserGroupMappingPlacementRule.java, which is the primary file modified by the JIRA work. The two S1104 issues (public fields 'parentQueue' and 'leafQueue') were resolved because the inner QueuePath class was entirely removed from UserGroupMappingPlacementRule.java as part of the deduplication effort — the class was consolidated into QueuePlacementRuleUtils, eliminating those public fields. The S1130 issue (unnecessary IOException declaration) was fixed because the duplicate 'validateParentQueue' method was removed, likely referencing a method signature that changed in the consolidation. These fixes are direct byproducts of the structural refactoring mandated by the JIRA (removing duplicate QueuePath class and validateParentQueue/extractQueuePath methods), not incidental cleanup in unrelated files."
YARN-11255,New Feature,False,high,True,True,3,2,2,True,"The STRUCTURAL S3776 fix (cognitive complexity reduction) in DockerLinuxContainerRuntime.java is directly causal: the feature required refactoring addDockerClientConfigToRunCommand() to accept additional credentials and extracting getAdditionalDockerClientCredentials() as a new method, which as a byproduct restructured the nested conditional logic and reduced cognitive complexity from 17 to 15. The COSMETIC S3824 fix in FileSystemTimelineWriter.java is incidental — that file is completely unrelated to the Docker client config feature and was merely cleaned up opportunistically alongside the feature work. The test changes in TestDockerContainerRuntime.java directly cover the refactored Docker credential merging logic, reinforcing the causal link for the structural fix."
YARN-10399,Improvement,False,high,True,True,32,3,1,True,"Two of the three fixed SonarQube issues are in NodeQueueLoadMonitor.java, which is the direct target of the JIRA refactoring. The java:S3398 issue (move method into anonymous class) and java:S3740 issue (parameterized generic) were resolved as natural byproducts of restructuring NodeQueueLoadMonitor — specifically, the ClusterNode inner class was extracted into its own public class (ClusterNode.java), fields were encapsulated with getters, and methods were reorganized to make the class extendable, all of which directly caused these TD fixes. The one incidental fix (java:S3824 in ContainerMetrics.java) is in a completely unrelated NodeManager file that was not part of the refactoring scope."
YARN-11798,Improvement,False,high,True,True,3,2,2,True,"The STRUCTURAL S3776 fix in RegularContainerAllocator.java is directly causal: the JIRA required splitting preCheckForNodeCandidateSet into preCheckRequest (for per-request checks) and preCheckForNode (for per-node checks), which is exactly what RefactoringMiner detects as an Extract Method. This split reduced the cognitive complexity of the original method from 20 to 18 (still above threshold at 18, now flagged at line 104), meaning the old violation at the original method was resolved as a direct byproduct of the structural refactoring required by the feature. The COSMETIC S3824 fix in FileSystemTimelineWriter.java is incidental — that file has no logical connection to the scheduler node pre-check optimization described in YARN-11798, and no diff changes appear for that file, indicating it was either a pre-existing fix or unrelated cleanup bundled into the commit."
YARN-11116,Improvement,False,high,True,True,1,3,0,True,"Two of the three fixed SonarQube issues (java:S4065 in Times.java) are directly caused by migrating from anonymous ThreadLocal<SimpleDateFormat> subclasses to the thread-safe DateTimeFormatter — exactly the core of the JIRA improvement. The replacement of anonymous inner classes with lambda/factory-style initialization is a natural byproduct of the refactoring. The third issue (java:S3824 in FileSystemTimelineWriter.java) is spatially outside the feature scope and appears to be incidental cleanup unrelated to the Times migration, but represents only one of three fixes. Overall, the majority of TD fixes are causally tied to the feature work."
YARN-9124,Improvement,False,high,True,True,2,1,0,True,"The single SonarQube issue fixed (java:S1197 — moving array designators [] to the type) is in ResourceUtils.java, which is the exact core file of the JIRA improvement. The fix changes 'String keys[]' to 'String[] keys' on line 127 of ResourceUtils.java, which was directly touched as part of renaming checkMandatoryResources to checkSpecialResources and updating references to MANDATORY_RESOURCES→SPECIAL_RESOURCES. The code change that resolved the SonarQube issue was a natural byproduct of editing that specific line during the rename refactoring — the developer touched the declaration and corrected the array designator placement in the same edit, making this causal rather than incidental."
YARN-11172,Improvement,False,high,False,False,1,1,0,True,"The JIRA issue focuses on fixing a failing unit test (testDelegationToken) by correcting a string comparison in AbstractDelegationTokenSecretManager.java and updating the test in TestClientRMTokens.java. The single SonarQube fix (java:S3824, Map.computeIfAbsent) is in ContainerMetrics.java in the nodemanager module — a completely unrelated file that was not touched by the feature work at all. There is zero spatial overlap between the TD fix location and the core locus of the fix (delegation token handling), making this clearly incidental cleanup committed alongside the test fix."
YARN-11762,Improvement,False,high,False,False,22,1,0,True,"The JIRA issue is about upgrading JUnit 4 to JUnit 5 in hadoop-yarn-server-globalpolicygenerator, and all code changes are confined to test files in that module (replacing @Before/@After with @BeforeEach/@AfterEach, Assert with Assertions, etc.). The single SonarQube issue fixed is java:S3824 (Map.computeIfAbsent) in FileSystemTimelineWriter.java, which is in hadoop-yarn-common/src/main/java — a completely different production module with no connection to the JUnit upgrade work. This is purely incidental cleanup in an unrelated file that was not touched as part of the feature implementation."
YARN-11196,Improvement,False,high,False,False,4,1,3,True,"The single fixed SonarQube issue (java:S3824 in ContainerMetrics.java - replacing Map.get() with Map.computeIfAbsent()) is in a completely unrelated file (ContainerMetrics.java) that has no connection to the NUMA awareness feature being added to DefaultContainerExecutor.java. The feature work is entirely focused on DefaultContainerExecutor.java, NumaResourceAllocator.java, and related NUMA classes, while the fixed TD issue is in a monitoring utility class that was not touched by the feature implementation. The test changes also focus exclusively on NUMA-related functionality, providing no coverage of the ContainerMetrics fix, confirming this is purely incidental cleanup."
YARN-11360,Improvement,False,high,False,False,2,1,0,True,"The single SonarQube issue fixed (java:S3824 - Map.computeIfAbsent() replacement) is in ContainerMetrics.java, a NodeManager container monitoring class that has no connection to the JIRA feature, which focuses on exposing decommissioning/shutdown node counts through YarnClusterMetrics RPC. The feature work touched YarnClusterMetrics.java, TopCLI.java, YarnClusterMetricsPBImpl.java, ClientRMService.java, and RouterYarnClientUtils.java — none of which are ContainerMetrics.java. The TD fix in ContainerMetrics.java is purely incidental cleanup committed alongside the feature work with no causal relationship to adding decommissioning/shutdown node count metrics."
YARN-11807,Improvement,False,high,False,False,1,2,0,True,"The JIRA issue exclusively touches hadoop-yarn-server-timelineservice-hbase-tests test files to add InaccessibleObjectException handling via assumeTrue(). The two SonarQube issues fixed (java:S3824 Map.computeIfAbsent) are in completely unrelated production files: FileSystemTimelineWriter.java and ContainerMetrics.java, which are never touched by the feature diff. There is zero spatial overlap between the feature work and the SonarQube fixes, confirming these are incidental cleanup committed alongside the feature work."
YARN-11805,Improvement,False,high,False,False,4,1,0,True,"The JIRA issue and entire diff focus on TestTimelineReaderHBaseDown.java and TestTimelineWriterHBaseDown (test files) to handle InaccessibleObjectException on JDK18+. The single fixed SonarQube issue is in FileSystemTimelineWriter.java (a production source file completely unrelated to the HBase down tests), flagging a Map.get() + condition that should use Map.computeIfAbsent(). This file is not touched in the diff at all, suggesting the SonarQube baseline count reduction may be a measurement artifact or the fix was already present, but regardless there is no logical connection between the JDK18 test-skipping improvement and the Map.computeIfAbsent() cosmetic fix in a different file."
YARN-9676,Improvement,False,high,True,True,1,1,0,True,"The single SonarQube issue fixed (java:S1125 — unnecessary boolean literal) is in AppLogAggregatorImpl.java, the core file touched by the JIRA improvement. The fix is visible in the diff: the ternary expression '? false : true' was replaced by a direct boolean condition chain ('rollingMonitorInterval > 0 && ...'). This restructuring was a natural byproduct of adding the new LOG.info/debug logging block around the rolling-mode flag, as the developer rewrote that boolean assignment while instrumenting it with debug messages — the JIRA explicitly targets AppLogAggregatorImpl for adding debug/trace logging. The condition inversion detected by RefactoringMiner confirms the structural rewrite was driven by the feature work, not a standalone cleanup effort."
YARN-11465,Improvement,False,high,False,False,1,3,0,True,"The JIRA issue is explicitly about fixing log format irregularities in the YarnClient module, and the entire diff is focused on converting string-concatenation log statements to SLF4J parameterized logging. The two SonarQube issues fixed in NMClientAsyncImpl.java (S1192 for duplicate literals ' of Container ' and ' for Container ') are a direct byproduct of reformatting those log statements — consolidating repeated string literals into parameterized placeholders naturally eliminated the duplication flagged by S1192. The S3824 issue in ContainerMetrics.java (Map.computeIfAbsent) is in a completely different server-side file that was not touched by the diff at all, suggesting it was resolved incidentally or via a pre-existing fix already counted in the baseline, making it anomalous; however the two NMClientAsyncImpl fixes are clearly causal to the logging improvement work."
YARN-11663,Improvement,False,high,True,True,5,1,6,True,"The single fixed SonarQube issue (java:S1130 in FederationJCache.java — removing the declared thrown YarnException) is directly in the core feature file FederationJCache.java, which was heavily restructured to implement the cache entity number limit. The RefactoringMiner detection of 'Remove Thrown Exception Type' corroborates that the method signature change (getAppHomeSubClusterCacheKey no longer throwing YarnException) was a byproduct of refactoring the JCache implementation from javax.cache to ehcache APIs as part of the feature work. The fix is causal: the method was touched to remove the throws clause as a natural consequence of the API migration needed for the cache size limit feature, not as standalone cleanup."
YARN-11703,Improvement,False,high,True,True,17,4,0,True,"All four SonarQube issues are in DirectoryCollection.java, which is the primary file modified to implement the YARN-11703 feature (adding validateSubsAccessibility and restructuring testDirs). The diamond operator fix (S2293) and the break/continue reduction (S135) occurred because the testDirs method was substantially rewritten from a single loop with multiple continue statements into a stream-based pipeline of validation methods, directly eliminating the control flow violations. The redundant jump fixes (S3626 x2) similarly resulted from extracting the isDiskUsageOverPercentageLimit and isDiskFreeSpaceUnderLimit methods into new validateUsageOverPercentageLimit and validateDiskFreeSpaceUnderLimit methods that return DiskErrorInformation objects directly, eliminating the old boolean returns with separate ret.put/continue patterns. The test file changes (testNonAccessibleSub) directly validate the new functionality in the same refactored methods, confirming the structural changes were driven by feature requirements."
YARN-11630,Improvement,False,high,False,False,1,2,0,True,"The two SonarQube issues fixed (java:S3824 Map.computeIfAbsent replacements) are in FileSystemTimelineWriter.java and ContainerMetrics.java — neither of which is touched by the YARN-11630 feature work, which is entirely focused on YarnConfiguration.java and ContainerLocalizer.java. The feature diff shows no changes to these files, and the test changes only cover the new admin Java options logic in ContainerLocalizer. Both TD fixes are therefore incidental cleanup committed alongside the feature work with no causal connection to the localizer admin options improvement."
YARN-11029,Improvement,True,high,True,True,6,8,1,True,"All 8 fixed SonarQube issues are in AMRMProxyService.java, which is the core locus of the JIRA feature work (refactoring AMRMProxy service code, fixing typos, improving logs). The diamond operator fix (S2293) is a direct byproduct of the constructor refactoring shown in the diff; the UTF-8 literal issues (S1192, S4719 ×5) were fixed by replacing 'UTF-8' string literals with StandardCharsets.UTF_8 in the recover() method that was being restructured to add metrics tracking; the @VisibleForTesting issue (S5803) was introduced and immediately fixed as part of the same method restructuring. These fixes are all natural byproducts of the code cleanup and refactoring described in the JIRA, not isolated cleanup in unrelated files."
YARN-11328,Improvement,True,high,True,True,25,7,9,True,"All 7 fixed SonarQube issues are in SQLFederationStateStore.java, which is the exact file named in the JIRA title and the primary locus of the diff. The JIRA explicitly describes replacing index-based parameter passing with named parameters (point 1) and fixing log string concatenation (point 2), which directly caused the elimination of duplicate string literals (java:S1192 issues like 'SubCluster ', ' into the StateStore', ' does not exist', 'Application ', 'homeSubCluster_IN') as those strings were consolidated or refactored away, and the Replace Generic With Diamond (java:S2293) fixes align with the 'Other CheckStyle bug fixes' in point 3. The JIRA description explicitly frames this as a refactoring/cleanup task, so every TD fix is a direct byproduct of the stated improvement goals rather than incidental cleanup in unrelated files."
YARN-10737,Improvement,False,high,False,False,2,2,0,True,The JIRA issue and code diff are entirely focused on fixing a typo ('partititon' → 'partition') in CapacityScheduler.java. The two SonarQube issues fixed (java:S3824 Map.computeIfAbsent replacements) are in completely different files — FileSystemTimelineWriter.java and ContainerMetrics.java — which are unrelated to the CapacityScheduler scheduling logic. These fixes have no spatial overlap with the feature scope and represent incidental cleanup committed alongside the typo fix.
YARN-9679,Improvement,False,high,True,False,3,1,0,True,"The JIRA issue YARN-9679 is exclusively about code cleanup in TestResourcePluginManager.java (a test file), covering things like access modifiers, class renaming, javadoc fixes, and assertion style. The single SonarQube issue fixed is in QueueMetrics.java (a production resource manager class), which is entirely unrelated to the test cleanup work described in the JIRA. The diff confirms no changes were made to QueueMetrics.java — the SonarQube fix must have been pre-existing or resolved through an unrelated mechanism, making it purely incidental to the JIRA feature work. There is zero spatial overlap between the JIRA's locus (TestResourcePluginManager.java) and the fixed SonarQube issue's location (QueueMetrics.java)."
YARN-11760,Improvement,False,high,False,False,86,1,0,True,"The single fixed SonarQube issue (java:S3824 - Map.computeIfAbsent) is in FileSystemTimelineWriter.java under hadoop-yarn-common, which is entirely outside the feature scope of upgrading JUnit 4 to 5 in hadoop-yarn-applications-distributedshell. The entire code diff is confined to test files in the distributedshell module, replacing JUnit 4 annotations/assertions with JUnit 5 equivalents, with no changes touching FileSystemTimelineWriter.java. This TD fix has no logical connection to the JUnit upgrade task and represents purely incidental cleanup."
