jira_id,issue_type,prefactoring_detected,confidence,structural_refactoring,structural_td_fixed,refactoring_count,fixed_count,new_count,diff_available,reasoning
HADOOP-18954,Improvement,False,high,True,True,2,1,1,True,"The fixed SonarQube issue (java:S3776 cognitive complexity in JMXJsonServlet.java) and the new issue are both in the same file and method that was directly modified to implement the NaN filter feature. The feature required restructuring writeObject() to add the extraCheck/extraWrite hook pattern, which changed the method's control flow — the old complexity violation was 'fixed' because the method was refactored, but the new implementation introduced a complexity of 19 (up from 18), indicating the TD fix was a side-effect of the structural change rather than intentional cleanup. The net result is actually a new violation at line 395, confirming this was a causal byproduct of the feature implementation in JMXJsonServlet.java, not incidental cleanup."
HADOOP-18249,Improvement,False,high,False,False,5,1,0,True,"The sole SonarQube fix is in ContainerMetrics.java (hadoop-yarn-server-nodemanager), a file completely unrelated to the JIRA issue which focuses on replacing deprecated Netty HTTP API calls (getUri(), getMethod(), getStatus()) in HDFS WebHDFS/DataNode handler files. The code diff touches HostRestrictingAuthorizationFilterHandler.java, SimpleHttpProxyHandler.java, URLDispatcher.java, WebHdfsHandler.java, and FSImageHandler.java — none of which are ContainerMetrics.java. The Map.computeIfAbsent() fix in ContainerMetrics.java is purely incidental cleanup with no logical connection to the Netty deprecation removal work."
HADOOP-18930,Improvement,False,high,False,False,7,2,0,True,"The two fixed SonarQube issues (java:S3824 Map.computeIfAbsent replacements) are in hadoop-yarn-project files: FileSystemTimelineWriter.java and ContainerMetrics.java. The feature work is entirely within hadoop-tools/hadoop-aws (S3AFileSystem.java, CreateFileBuilder.java, Constants.java, and associated S3A test files). There is zero spatial overlap between the fixed TD issues and the feature scope — the YARN files were never touched by the S3A create performance feature. These are purely incidental cleanup commits in completely unrelated modules."
HADOOP-19261,New Feature,False,high,True,False,1,1,1,True,"The single fixed SonarQube issue (java:S3824 Map.computeIfAbsent in FileSystemTimelineWriter.java) is entirely outside the feature scope, which is centered on DomainSocket.java and its test files. The feature work introduced a new structural issue (java:S3776 cognitive complexity in DomainSocket.java:348) rather than fixing one there. The FileSystemTimelineWriter.java fix is a cosmetic/incidental cleanup with no logical connection to the DomainSocket force-close feature."
HADOOP-18029,Improvement,False,high,False,False,1,1,0,True,"The single fixed SonarQube issue (java:S3824, Map.get() + condition should use Map.computeIfAbsent()) is located in hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/client/api/impl/FileSystemTimelineWriter.java, which has no connection to the feature work in CompressionCodecFactory.java. The JIRA improvement exclusively targets CompressionCodecFactory.java to handle uppercase file extensions, and the diff confirms all substantive changes are in that file and its test. The TD fix in FileSystemTimelineWriter.java is purely incidental cleanup committed alongside the feature work with zero spatial or logical overlap."
HADOOP-17287,Improvement,False,high,True,False,2,1,1,True,"The fixed SonarQube issue (java:S3824 Map.computeIfAbsent) is in ContainerMetrics.java in the yarn-nodemanager module, which has no connection to the feature work in ReflectionUtils.java. The feature scope is entirely within hadoop-common's ReflectionUtils.java (adding a new overloaded newInstance method supporting non-default constructors), while the fixed TD is in a completely unrelated YARN file. The new TD issue added in FileSystemTimelineWriter.java is similarly unrelated to the feature. The test changes only cover the new ReflectionUtils functionality, with no tests touching ContainerMetrics. This is clearly incidental cleanup committed alongside the feature work."
HADOOP-17292,New Feature,False,high,True,True,3,13,7,True,"The JIRA feature replaces native LZ4 library calls with lz4-java, and the core changes are in Lz4Codec.java, Lz4Compressor.java, Lz4Decompressor.java, and NativeLibraryChecker.java — all files where the 12 fixed SonarQube issues reside. The 6 java:S112 fixes in Lz4Codec.java are a direct byproduct of removing the 'throw new RuntimeException' guards for native code checks; the S1181/S1124 fixes in Lz4Compressor.java and Lz4Decompressor.java result from rewriting the static initializer blocks that used NativeCodeLoader (removing 'catch Throwable' and reordering modifiers in the process); and the S106 fix in NativeLibraryChecker.java stems from removing the lz4-related System.out.printf call as part of deleting the lz4 native library status reporting. Only the S3824 fix in FileSystemTimelineWriter.java is incidental (unrelated file, unrelated to the feature). Overall, the vast majority of TD fixes are causal byproducts of the structural refactoring to adopt lz4-java."
HADOOP-17905,Improvement,False,high,False,False,2,1,1,True,"The single fixed SonarQube issue (java:S3824, Map.computeIfAbsent) is in FileSystemTimelineWriter.java, which is entirely unrelated to the feature work in Text.java's ensureCapacity() method. The JIRA improvement exclusively targets hadoop-common's Text.java to cap array growth at ARRAY_MAX_SIZE, and the diff confirms only Text.java was substantively changed. The FileSystemTimelineWriter.java fix is purely incidental cleanup with no logical connection to the Text capacity improvement; notably, a new SonarQube issue (java:S2184) was actually introduced in Text.java itself due to the arithmetic cast, further confirming the TD fix was not a byproduct of the feature work."
HADOOP-17010,New Feature,False,high,True,False,3,2,2,True,"The fixed SonarQube issue java:S2293 (diamond operator) in FairCallQueue.java is directly within the feature's core locus — the constructor was restructured to add capacityWeights support, and the new LinkedBlockingQueue instantiation at line 124 introduced the flagged type specification. The fix of java:S3824 in QueueMetrics.java was replaced by a new issue in ContainerMetrics.java (a different unrelated file), suggesting the QueueMetrics fix was incidental cleanup not connected to FairCallQueue capacity weights work. Overall, one fix is causally related (FairCallQueue.java constructor restructuring as part of the feature) and one is incidental (QueueMetrics.java which has no logical connection to the FairCallQueue capacity weights feature)."
HADOOP-18336,Improvement,False,high,False,False,3,1,0,True,"The JIRA feature scope is entirely within FSDataInputStream.java, where two method annotations were changed on getWrappedStream(). The single fixed SonarQube issue (java:S3824 Map.computeIfAbsent replacement) is located in a completely unrelated file — hadoop-yarn-project/.../FileSystemTimelineWriter.java — which is not touched by the diff at all, indicating this TD fix is incidental cleanup committed alongside the annotation change. There is no causal connection between adding @Public/@Stable annotations to FSDataInputStream and fixing a Map.get() pattern in a YARN timeline writer class."
HADOOP-19156,Improvement,False,high,True,False,3,1,1,True,"The fixed SonarQube issue (java:S3824 Map.computeIfAbsent in ContainerMetrics.java) is in a NodeManager file completely unrelated to the ZooKeeper address configuration feature, which touched ZKCuratorManager, RBFConfigKeys, YarnConfiguration, and various ZK state store implementations. The new SonarQube issue introduced is in FileSystemTimelineWriter.java, also unrelated to the feature. The structural refactoring in ZKCuratorManager.java (Extract Method/Variable) is a direct result of adding the new zkHostPort parameter overloads to support separate ZK addresses, but no TD issues were fixed in those files. The single fixed TD issue in ContainerMetrics.java has no spatial or logical overlap with the feature work."
HADOOP-18520,Improvement,False,high,False,False,1,1,0,True,"The single fixed SonarQube issue (java:S3824, Map.computeIfAbsent) is in ContainerMetrics.java within hadoop-yarn-server-nodemanager, which has no connection to the feature work. The JIRA and diff exclusively touch ZKDelegationTokenSecretManager.java (replacing deprecated EnsurePath with checkExists/create pattern) and its test file. The ContainerMetrics.java fix is purely incidental cleanup with zero spatial overlap to the ZooKeeper/Curator deprecation fix that is the focus of HADOOP-18520."
HADOOP-16678,Improvement,False,medium,True,False,4,2,0,True,"The JIRA issue is specifically about reviewing ArrayWritable.java, and the first SonarQube fix (java:S3740 - parameterized type for generic) is in ArrayWritable.java itself — however, this is classified as incidental because the fix (adding type parameter to getValueClass() return type) is a standalone cosmetic cleanup unrelated to the described feature goal of adding toString(). The second SonarQube fix (java:S3824 - Map.computeIfAbsent in FileSystemTimelineWriter.java) is entirely outside the feature scope in an unrelated YARN file not touched by the diff at all, making it clearly incidental. Neither fix was a necessary byproduct of implementing toString() or the other ArrayWritable cleanups described in the JIRA; they appear to be deliberate separate cleanup actions committed alongside the feature work."
HADOOP-10848,Improvement,False,high,True,True,2,9,6,True,"The JIRA improvement targets KerberosUtil.java to replace sun.security.krb5.Config reflection calls with KerberosPrincipal API. The core diff restructures getDefaultRealm() by removing reflection-based invocation (Class.forName, getMethod, invoke), which directly caused the S3878 issues ('Remove this array creation' for 'new Class[0]' and 'new Object[0]' passed to getMethod/invoke) and S2147 issues (multiple catch blocks with same body in getDefaultRealmProtected()) to be resolved as natural byproducts. The RegistrySecurity.java S2147 fixes are also causal since getDefaultRealmInJVM() was refactored to use getDefaultRealmProtected() instead of multiple individual catch blocks around getDefaultRealm(), collapsing the multi-catch structure. The two incidental items are in QueueMetrics.java (S3824) which is completely unrelated to Kerberos changes. The new S1130 issues introduced confirm the refactoring left declared exceptions that are no longer thrown, consistent with the method body transformation."
HADOOP-18880,Improvement,False,high,False,False,1,1,0,True,"The JIRA issue is about adding documentation (metrics to Metrics.md), and the only substantive code change is a trivial annotation text fix in RpcMetrics.java ('Slow' -> 'slow'). The single SonarQube issue fixed is in FileSystemTimelineWriter.java (a Map.computeIfAbsent() replacement), which is completely unrelated to both the documentation feature and the RpcMetrics.java change. The fixed TD issue has no spatial or logical overlap with the feature scope and represents incidental cleanup committed alongside the documentation update."
HADOOP-18957,Improvement,False,high,False,True,6,210,10,True,"The JIRA issue HADOOP-18957 explicitly requests replacing Charset.forName('UTF-8') and Guava Charsets.UTF_8 with StandardCharsets.UTF_8 across the codebase, which is precisely what the SonarQube rule java:S4719 flags ('Replace Charset.forName() call with StandardCharsets.UTF_8'). Every single fixed SonarQube issue — including java:S4719 violations in files like SysInfoLinux.java, WritableUtils.java, PseudoAuthenticationHandler.java, and hundreds of others — directly corresponds to the stated goal of the JIRA. The additional fixes (java:S1192 for duplicate 'UTF-8' literals, removal of UnsupportedCharsetException catch blocks, removal of Guava Charsets imports) are all natural byproducts of the same refactoring — once you replace string-based charset usage with StandardCharsets.UTF_8, the try/catch for UnsupportedCharsetException becomes dead code and the duplicate literal warnings disappear."
HADOOP-18919,Improvement,False,high,True,False,16,1,1,True,"The single fixed SonarQube issue (java:S3824 Map.computeIfAbsent) is in FileSystemTimelineWriter.java in hadoop-yarn-common, which is entirely unrelated to the HDFS ZKFC SSL/TLS feature work. The feature's core locus is ActiveStandbyElector.java, ZKFailoverController.java, SecurityUtil.java, DFSZKFailoverController.java, and ZKCuratorManager.java — none of which contain the fixed TD issue. The new SonarQube issue added is in ContainerMetrics.java, also unrelated to the feature. The TD fix appears to be pure incidental cleanup committed alongside the SSL/TLS feature work."
HADOOP-19283,Improvement,False,high,True,False,2,1,0,True,"The single fixed SonarQube issue (java:S3824, Map.computeIfAbsent replacement) is in FileSystemTimelineWriter.java under hadoop-yarn-project, which has zero spatial overlap with the feature work concentrated entirely in hadoop-tools/hadoop-distcp/src/main/java/org/apache/hadoop/tools/DistCp.java. The JIRA improvement restructured DistCp.execute() by splitting it into execute() and execute(boolean) to move context checks, but this refactoring never touched the YARN timeline writer file. The TD fix is therefore purely incidental cleanup committed alongside the feature, with no logical or structural connection to the distcp execution flow changes."
HADOOP-19035,Improvement,False,high,True,True,40,3,0,True,"Two of the three fixed SonarQube issues are directly in CrcUtil.java, which is the primary locus of the JIRA feature work (HADOOP-19035 specifically targets CrcUtil/CrcComposer exception types). The java:S112 issue (generic IOException replaced with specific exceptions like IllegalArgumentException, ArrayIndexOutOfBoundsException) and java:S1488 issue (eliminating temporary 'value' variable in readInt) in CrcUtil.java are natural byproducts of restructuring those methods to change exception types as required by the JIRA. The third issue (java:S3824 in FileSystemTimelineWriter.java) is clearly incidental cleanup with no connection to CrcUtil/CrcComposer changes. Test file changes in TestCrcUtil.java and TestCrcComposer.java directly validate the new exception types (e.g., intercept(IllegalArgumentException.class) replacing intercept(IOException.class)), strongly confirming the causal relationship for the two CrcUtil fixes."
HADOOP-16951,Improvement,False,high,True,True,2,5,3,True,"The JIRA issue explicitly targets Text.java and BytesWritable.java for cleanup and modernization, which is exactly where 4 of the 5 fixed SonarQube issues reside: two S117 naming violations in BytesWritable.java (the setCapacity method was refactored to rename 'new_cap'/'new_data' to 'capacity' — directly visible in the diff) and two S4719 issues in Text.java (Charset.forName replaced with StandardCharsets.UTF_8, also directly in the diff). These fixes are natural byproducts of the deliberate code tidy-up described in the JIRA. The one S3824 fix in FileSystemTimelineWriter.java is spatially outside the feature scope and appears incidental. The test change in TestText.java also confirms the buffer-sizing logic in BytesWritable was intentionally reworked (1.5x vs 2x expansion), corroborating the causal nature of the TD fixes in the two core classes."
HADOOP-17725,Improvement,False,high,True,False,10,1,0,True,"The single SonarQube issue fixed (java:S3824 - Map.computeIfAbsent() replacement) is in ContainerMetrics.java under hadoop-yarn-server-nodemanager, which has absolutely no spatial overlap with the feature work concentrated in AbfsConfiguration.java and TestAccountConfiguration.java in hadoop-azure. The JIRA improvement focused on adding getMandatoryPasswordString() and updating token provider initialization in ABFS, while the TD fix is in an entirely unrelated YARN nodemanager file. This is clearly incidental cleanup committed alongside the feature work."
HADOOP-18519,Improvement,False,high,True,True,40,705,647,True,"The JIRA issue involves backporting ZK/Curator upgrades that replace deprecated PathChildrenCache/TreeCache with CuratorCache/CuratorCacheBridge in ZKDelegationTokenSecretManager.java, CuratorService.java, and ZKDelegationTokenSecretManagerImpl.java — exactly the files where nearly all SonarQube issues appear. The 705 fixed issues are overwhelmingly in these core files being restructured: the switch from PathChildrenCache to CuratorCacheBridge, the introduction of lambda-based listeners (Replace Anonymous With Lambda in RefactoringMiner), and the HashMap→ConcurrentHashMap change in AbstractDelegationTokenSecretManager are all natural byproducts of the API migration. The ~20 incidental fixes (java:S6355 @Deprecated annotation issues in unrelated files like FileSystem.java, Configuration.java, FSInputChecker.java) are cosmetic cleanups in files not part of the ZK/Curator feature scope, but they represent only a small fraction of the 705 total fixed issues, making the overall verdict causal."
HADOOP-19278,Improvement,False,high,True,False,35,1468,36,True,"The JIRA (HADOOP-19278) removes the directory marker retention option, with the core changes in S3AFileSystem.java, DirectoryPolicy.java (deleted), DirectoryPolicyImpl.java (deleted), PutObjectOptions.java, and Constants.java. The fixed SonarQube issues are exclusively in unrelated files: hadoop-cos ByteBufferWrapper.java, hadoop-huaweicloud OBSCommonUtils.java, hadoop-common Configuration.java, hadoop-auth KerberosAuthenticator.java, and hadoop-annotations RootDocProcessor.java — none of which are part of the directory marker removal feature. The new SonarQube issues added (missing @Deprecated annotation details in Constants.java) confirm the feature work touched Constants.java, but the 1468 fixed issues are all in completely different projects/modules (COS, OBS, hadoop-auth, hadoop-common), indicating a large batch of cosmetic cleanup (instanceof pattern matching, switch case merging, StringBuilder.isEmpty()) was incidentally committed alongside this feature with no logical connection to the directory marker policy removal."
HADOOP-19146,Improvement,False,high,False,False,3,1,0,True,"The single fixed SonarQube issue is in ContainerMetrics.java (hadoop-yarn nodemanager), which has zero connection to the JIRA issue about noaa-cors-pds S3 bucket access with global endpoints. All feature work is confined to hadoop-aws S3A test files (PublicDatasetTestUtils, ITestS3AInputStreamPerformance, ITestS3AFailureHandling, etc.) dealing with endpoint configuration. The ContainerMetrics.java Map.computeIfAbsent() fix is a purely incidental cleanup in an unrelated YARN component that was committed alongside the S3A endpoint fix."
HADOOP-16158,Improvement,False,high,True,True,6,1,1,True,"The fixed SonarQube issue (java:S1066 - merge nested if statements) was in RetriableFileCopyCommand.java, specifically in the doCopy method where the nested 'if (!source.isSplit())' blocks were restructured. The feature work required refactoring exactly this code: the nested if-within-if pattern ('if (!source.isSplit()) { ... if (!skipCrc) { if (!source.isSplit()) { compareCheckSums... } } }') was eliminated because the logic was consolidated into the new DistCpUtils.compareFileLengthsAndChecksums() utility method, which merged the file length and checksum comparison logic. This restructuring was a direct necessity of the JIRA goal to add checksum validation for parallel block copying — the same utility method is now also called from CopyCommitter.concatFileChunks() for the split-file case. The SonarQube violation was resolved as a natural byproduct of consolidating the comparison logic into a shared utility, not as deliberate cosmetic cleanup."
HADOOP-19670,Improvement,False,high,True,True,204,54,56,True,"The JIRA HADOOP-19670 is a systematic replacement of Thread with SubjectInheritingThread across the entire codebase, touching hundreds of files. The SonarQube fixes are directly caused by this refactoring: S1161 (@Override missing) issues in ReconfigurableBase.java, Storage.java, FsVolumeList.java, and CleanupQueue.java were fixed because the feature required renaming run() to work() — forcing proper override annotations; S1604 (anonymous inner class to lambda) fixes in StreamPumper.java, RouterResolver.java, SlowDiskTracker.java, JobHistoryEventHandler.java, and CommitterEventHandler.java occurred because the replacement of 'new Thread(new Runnable(){...})' with 'new SubjectInheritingThread(new Runnable(){...})' restructured these anonymous classes; S3776 (cognitive complexity) reductions in Server.java and BinaryProtocol.java are plausible byproducts of restructuring the run()/work() methods during the Thread replacement. The new S2189 issue in ShuffleSchedulerImpl.java (infinite loop) and re-introduced issues represent line number shifts from the refactoring rather than net-new TD. Nearly all 54 fixed issues are causally tied to the feature's systematic Thread-to-SubjectInheritingThread replacement."
HADOOP-19618,Improvement,False,high,False,False,1,1,0,True,"The JIRA feature work is entirely in test files across multiple modules, replacing AssumptionViolatedException with TestAbortedException. The single SonarQube fix is in FileSystemTimelineWriter.java (a production file in hadoop-yarn-common), which is completely unrelated to the exception-replacement work — the feature never touched this file. The SonarQube issue (java:S3824, Map.computeIfAbsent pattern) is a cosmetic cleanup in an unrelated utility class, making this purely incidental cleanup committed alongside the feature work."
HADOOP-16935,Improvement,False,high,True,True,2,8,5,True,"The JIRA targets KerberosUtil.java to eliminate reflective calls to sun.security.krb5.Config, replacing them with KerberosPrincipal-based logic. The SonarQube fixes in KerberosUtil.java (S3878 array creation/casting issues and S2147 duplicate catch blocks) are direct byproducts of removing the reflection-based implementation—the old code created 'new Class[0]' and 'new Object[0]' arrays that triggered S3878, and the old getDefaultRealmProtected had separate catch blocks that triggered S2147; both are eliminated naturally by the new single-line implementation. The RegistrySecurity.java S2147 fixes are also causal: the refactoring of getDefaultRealmInJVM() to use getDefaultRealmProtected() collapsed multiple catch blocks into zero, resolving the duplicate-catch warnings as a direct structural consequence. The only incidental item is the S3824 issue in FileSystemTimelineWriter.java, which is in a completely unrelated file not touched by the feature diff."
HADOOP-17408,Improvement,False,high,True,True,3,4,0,True,"All four SonarQube issues are in NetworkTopology.java, which is the sole locus of the JIRA feature work. The S3776 cognitive complexity fix is a direct byproduct of refactoring sortByDistance() to merge the weight-computation and tree-building loops (reducing lines and branches), which was done to implement the optimization. The S1117 rename of 'r' from a field to a local variable is a direct consequence of replacing the static Random field with the new getRandom()/RANDOM_REF pattern introduced for the ThreadLocalRandom optimization. Both S1612 lambda-to-method-reference fixes stem from eliminating the 'list -> Collections.shuffle(list)' lambdas that were replaced by 'null' secondarySort arguments — a direct result of fixing the double-shuffle bug described in the JIRA. No TD fixes occur in unrelated files or methods; all are mechanically caused by the feature implementation changes."
HADOOP-17367,Improvement,False,high,True,True,18,7,2,True,"All 7 fixed SonarQube issues are in MachineList.java, which is the core locus of the JIRA feature (adding InetAddress API to MachineList and ProxyUsers). The two S3776 cognitive complexity reductions are a direct byproduct of restructuring the includes() method — the old method combined IP string comparison, CIDR iteration, and hostname resolution in one complex block, which was split into includes(String) delegating to includes(InetAddress) as required by the new API, reducing complexity. The cosmetic fixes (S2293 diamond operator, S1155 isEmpty) were also in methods that were rewritten as part of the InetAddress refactoring. The test changes in TestMachineList.java and TestProxyUsers.java directly exercise the refactored MachineList includes(InetAddress) logic, confirming the TD fixes are causally tied to the feature implementation rather than opportunistic cleanup."
HADOOP-18462,Improvement,False,high,True,False,1,1,0,True,"The single SonarQube fix (java:S1116 - empty statement removal in InstrumentedReadLock.java) was resolved by replacing an anonymous inner class with a lambda (ThreadLocal.withInitial(() -> Long.MAX_VALUE)), which eliminated the trailing semicolon that triggered the empty statement warning. While InstrumentedReadLock.java is spatially within the feature scope (it's a sibling class related to the JIRA work on InstrumentedWriteLock), this specific change was a cosmetic refactoring of pre-existing code unrelated to the core feature of adding reentrant support to InstrumentedWriteLock. The feature work was entirely in InstrumentedWriteLock.java (adding writeLockHeldTimeStamp, overriding unlock() and startLockTiming()), and the ReadLock change was an opportunistic cleanup of an anonymous class that had nothing to do with reentrant logic."
HADOOP-16445,Improvement,False,high,True,False,2,1,5,True,"The single fixed SonarQube issue (java:S3824 in FileSystemTimelineWriter.java - Replace Map.get() with Map.computeIfAbsent()) is in hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common, which has zero overlap with the feature work that touched exclusively hadoop-tools/hadoop-aws files (Constants.java, S3AUtils.java, SignerManager.java, DefaultS3ClientFactory.java, DynamoDBClientFactory.java, STSClientFactory.java). The JIRA improvement is entirely about S3/DDB signing algorithm configuration, and no code in the yarn project was touched by this commit's feature logic. The fix in FileSystemTimelineWriter.java is purely incidental cleanup committed alongside the S3A signing feature work."
HADOOP-19668,New Feature,False,high,True,False,8,1,9,True,"The single fixed SonarQube issue (java:S3824 Map.computeIfAbsent in ContainerMetrics.java) is in hadoop-yarn-server-nodemanager, a file completely unrelated to the JIRA feature which centers on SubjectInheritingThread, Daemon.java, and SubjectUtil.java in hadoop-common and hadoop-auth. The feature work introduced 9 new TD issues in the files it directly touched (Daemon.java, SubjectInheritingThread.java, SubjectUtil.java) while the one resolved issue is in a separate yarn module with no logical connection to Subject/Thread inheritance. This is a classic incidental cleanup — the ContainerMetrics.java fix was committed alongside the feature but has no causal relationship to it."
HADOOP-16396,Improvement,False,high,True,False,10,2,0,True,"Both fixed SonarQube issues (java:S3824 Map.computeIfAbsent replacements) are in hadoop-yarn ContainerMetrics.java and QueueMetrics.java — YARN resource management files with zero connection to the S3A authoritative path feature being implemented. The feature work was entirely confined to hadoop-tools/hadoop-aws (S3AFileSystem.java, S3Guard.java, Constants.java, etc.) and introduced new path-based authorization logic. The YARN file fixes are purely incidental cleanup committed alongside the S3A feature work, with no structural or logical relationship to the authoritative subdirectory path feature."
HADOOP-18956,Improvement,False,high,True,True,13,6,2,True,"All 6 fixed SonarQube issues are in ZKSignerSecretProvider.java and ZKDelegationTokenSecretManager.java, which are the exact core files being restructured to add SSL/TLS support per the JIRA. The S112 issues (generic exceptions replaced) were fixed as a natural byproduct of extracting the ZookeeperClient builder class and removing the old setJaasConfiguration() methods that threw generic Exception — the Remove Thrown Exception Type refactoring detection confirms this. The S7158 issues (isEmpty() usage) were fixed in the same methods that were rewritten to use the new ZookeeperClient fluent API, where string handling was reworked (e.g., keytab/principal validation logic was restructured). These TD fixes are direct byproducts of the structural refactoring needed to implement SSL/TLS support, not deliberate unrelated cleanup."
HADOOP-19389,Improvement,False,high,True,True,32,2,2,True,"Both fixed SonarQube issues are java:S4929 violations in Display.java, specifically flagging the absence of 'read(byte[],int,int)' overrides in TextRecordInputStream and AvroFileInputStream — which is exactly the feature being implemented per JIRA HADOOP-19389. The diff shows new read(byte[],int,int) methods added to both inner classes, directly resolving the SonarQube complaints as a direct and necessary consequence of implementing the multi-byte read optimization. The test changes in TestTextCommand.java further confirm this causal link, with new tests like testDisplayForAvroFilesSmallMultiByteReads and testDisplayForNonWritableSequenceFile explicitly targeting the newly added multi-byte read functionality."
HADOOP-17825,Improvement,False,high,False,False,5,2,9,True,"Both fixed SonarQube issues are in files unrelated to the core feature work: java:S4201 is in SequenceFile.java where the change only removed the GzipCodec restriction check (the null check fix is incidental cleanup), and java:S3824 is in ContainerMetrics.java in the YARN nodemanager module which was never touched by this feature at all. The feature's core locus was creating BuiltInGzipCompressor.java, modifying GzipCodec.java, and updating BuiltInGzipDecompressor.java — none of the fixed TD issues are in these files. The 9 new issues introduced are all in BuiltInGzipCompressor.java (the new file), confirming the feature work and the TD fixes are spatially separated."
