jira_id,issue_type,prefactoring_detected,confidence,structural_refactoring,structural_td_fixed,refactoring_count,fixed_count,new_count,diff_available,reasoning
KAFKA-19076,Improvement,False,high,True,True,1,1,1,True,"The SonarQube S1192 issue (duplicate literal ' in dir ' 11 times) in UnifiedLog.java is directly within the feature scope — the JIRA explicitly targets UnifiedLog#maybeHandleIOException and the diff shows all 11 call sites being modified to change String to Supplier<String>. The fixed TD issue (and the new one at line 926) are both in the same file and same set of methods being refactored. The SonarQube delta shows the old violation was resolved and a new one appeared at a slightly different line number (926), indicating the tool re-detected the same underlying pattern after the refactoring — the TD fix is a direct byproduct of touching all maybeHandleIOException call sites as part of implementing the lazy evaluation improvement described in the JIRA."
KAFKA-15177,Improvement,False,high,True,True,8,1,1,True,"The fixed SonarQube issue (java:S1192 - duplicate literal 'offset' in MirrorUtils.java) was resolved as a direct byproduct of the feature work: implementing alterOffsets() required extracting string constants like OFFSET_KEY, TOPIC_KEY, SOURCE_CLUSTER_KEY, and PARTITION_KEY in MirrorUtils.java to be used across the three connector classes. The diff shows these constants were explicitly introduced as public static final fields to support the new alterOffsets validation methods, which naturally eliminated the duplicated 'offset' literal that SonarQube flagged. The new TD issue introduced (duplicate 'Source partition may not be null') similarly arose from the new validation methods added for the feature. Both issues are squarely within the core feature scope files (MirrorUtils.java, MirrorSourceConnector.java, etc.) and the test changes directly cover the new alterOffsets logic."
KAFKA-14041,Improvement,False,high,False,False,3,1,0,True,"The JIRA issue explicitly requests renaming the variable 'var' in ConfigTransformer.java because it conflicts with a Java restricted identifier (keyword), which is exactly what SonarQube rule java:S6213 flags. The diff shows the rename from 'var'/'vars' to 'configVar'/'configVars' in ConfigTransformer.java, which is the sole change and directly resolves both the JIRA request and the SonarQube violation. This is a causal fix — the feature work IS the TD fix; there is no separation between the improvement requested and the technical debt resolved."
KAFKA-17997,Improvement,False,high,True,True,1,21,0,True,"All 21 fixed SonarQube issues are in the exact files (TopicConfig.java, ServerLogConfigs.java, LogConfig.java) that are the core locus of the JIRA work — removing the deprecated `log.message.timestamp.difference.max.ms` configuration. The TD issues (S1133 'do not forget to remove deprecated code', S1874 'remove use of deprecated member', S6355 'add since/forRemoval to @Deprecated', S1123 'add missing @deprecated Javadoc', S1117 'rename variable hiding field') were all naturally resolved as a direct consequence of deleting the deprecated config constants, fields, and backward-compatibility methods (getMessageTimestampBeforeMaxMs/getMessageTimestampAfterMaxMs) that the JIRA explicitly required removing. The diff shows these deprecated symbols were physically deleted, not just annotated, making the TD fix an unavoidable byproduct of the feature work rather than opportunistic cleanup."
KAFKA-14859,Improvement,False,high,False,False,2,1,9,True,"The single fixed SonarQube issue (java:S6541 'Brain Method' in KafkaEventQueue.java) is in a completely different file (server-common/src/main/java/org/apache/kafka/queue/KafkaEventQueue.java) than the feature work, which is entirely focused on KRaftMigrationDriver.java and MigrationClient.java for SCRAM ZK-to-KRaft migration support. The diff shows no changes to KafkaEventQueue.java at all, meaning the TD fix there is purely incidental cleanup committed alongside the feature. Meanwhile, the feature work in KRaftMigrationDriver.java actually introduced 9 new SonarQube issues, confirming the feature changes were additive and not a refactoring that would causally resolve existing TD."
KAFKA-16884,Improvement,True,high,True,True,6,2,1,True,"Both fixed SonarQube issues are in RemoteLogManagerConfig.java, which is the exact file being refactored per JIRA KAFKA-16884. The structural issue java:S107 (constructor with 28 parameters) was directly eliminated by replacing the large 28-parameter constructor with a single `Map<?,?> props` constructor that delegates to AbstractConfig — this is the core purpose of the refactoring. The cosmetic java:S106 (System.out usage) was also fixed in the same file as part of the same commit, and a new S106 issue was introduced at line 479, suggesting the file was restructured and the original occurrence was removed while a different one appeared, consistent with the rewrite. The test file changes in RemoteLogManagerConfigTest.java directly test the new constructor pattern and the removed old constructor, confirming full spatial and causal overlap with the feature work."
KAFKA-14748,Improvement,False,high,True,True,7,1,8,True,"The single fixed SonarQube issue (java:S3776 cognitive complexity in SubscriptionSendProcessorSupplier.java) is directly within the core locus of the KAFKA-14748 feature work. The diff shows the large process() method in SubscriptionSendProcessorSupplier was refactored into multiple extracted methods (leftJoinInstructions, defaultJoinInstructions, forward, hash, serialize) precisely to implement the new null-FK left-join behavior, and this structural decomposition is what reduced cognitive complexity from 22 to below threshold. RefactoringMiner confirms 6 Extract Method operations in this file. The complexity reduction was a natural byproduct of splitting the method to handle the new null-FK code path, not an independent cleanup effort."
KAFKA-15228,New Feature,False,high,True,True,30,6,14,True,"All 6 fixed SonarQube issues are in ConnectPluginPath.java, which is the primary locus of the new 'sync-manifests' subcommand feature. The fixes are direct byproducts of restructuring this file to add the new command: the unused 'incompatible' method (S1144) was removed as part of the refactor, the switch statement was simplified (S1301) and the redundant TerseException declaration (S1130) was cleaned up as the method signatures changed, the useless curly braces (S1602) and generic exception (S112 x2) issues were resolved as part of rewriting the command dispatch logic. The RefactoringMiner detections (Extract Class, Move Method, Rename Method, Add Parameter) confirm substantial structural refactoring of ConnectPluginPath.java to support the new subcommand, making these TD fixes natural byproducts rather than incidental cleanup. The test file changes extensively cover the refactored logic with new sync-manifests test cases."
KAFKA-18295,Improvement,False,high,True,True,2,3,0,True,"All three SonarQube fixes are directly caused by the removal of Partitioner#onNewBatch. The two COSMETIC issues (java:S6355 and java:S1133) in Partitioner.java were resolved because the deprecated method itself was deleted — the annotations and deprecation warning no longer exist. The STRUCTURAL issue (java:S3776) in RecordAccumulator.java was resolved because removing the 'abortOnNewBatch' parameter and the associated conditional logic (the early-return branch and its surrounding control flow) directly reduced the cognitive complexity of the append() method from 17 to below 15. The diff shows the removal of the abortOnNewBatch boolean, the if-block in RecordAccumulator.append(), and corresponding changes in KafkaProducer.doSend(), all of which are the core locus of the KAFKA-18295 feature work."
KAFKA-8982,Improvement,False,high,True,True,2,1,0,True,"The single SonarQube issue fixed (java:S3776 - Cognitive Complexity in KafkaAdminClient.java's deleteRecords method) is directly in the core locus of the JIRA feature work. The fix occurred because the large, complex inline deleteRecords implementation (123 lines with nested callbacks, loops, and conditionals that caused complexity of 36) was extracted into a new DeleteRecordsHandler class as a natural consequence of implementing the retry/metadata-refresh feature using the AdminApiHandler framework. This structural refactoring was necessary to support the new retry behavior, and the complexity reduction was a direct byproduct of moving the logic to a dedicated handler class rather than deliberate TD cleanup."
KAFKA-18839,Improvement,False,high,True,True,2,5,2,True,"All 5 fixed SonarQube issues are in files that are core to the feature work: StreamsConfig.java and AssignorConfiguration.java. The java:S1192 fix in StreamsConfig.java is a direct byproduct of shortening the UPGRADE_FROM_DOC string by removing old version entries (0100 through 23) as part of dropping eager rebalancing support — fewer string literals means fewer duplications. The 4 java:S6208 issues in AssignorConfiguration.java were fixed because the feature work removed the large switch statement in rebalanceProtocol()/validateUpgradeFrom(), collapsing the cases for UPGRADE_FROM_24 through UPGRADE_FROM_39 which previously fell through without merging — the structural removal of the configuredMetadataVersion method and rebalanceProtocol method entirely eliminated the switch patterns that triggered the warnings. These are natural byproducts of the structural refactoring required to drop eager rebalancing support, not deliberate cleanup of unrelated code."
KAFKA-16007,Improvement,False,high,True,False,4,1,3,True,"The single fixed SonarQube issue (java:S1124 modifier reordering) is in KRaftMigrationDriver.java, which is the core file of the KAFKA-16007 feature work. The fix appears to be a byproduct of the access modifier change on METADATA_COMMIT_MAX_WAIT_MS (from 'private final static' to 'final static') that was made to expose the constant for the new MIGRATION_MIN_BATCH_SIZE constant and test access — a direct structural change needed to implement the batching optimization. The new SonarQube issues introduced (S1124 on lines 91/93 and S3398 on line 651) further confirm the file was restructured as part of the feature, with the buildMigrationBatchConsumer method extracted from MigrateMetadataEvent as a natural refactoring to implement the buffering batch consumer pattern described in the JIRA."
KAFKA-6586,Improvement,True,high,True,True,8,4,3,True,"All four fixed SonarQube issues are in ConnectStandalone.java and ConnectDistributed.java, the exact files restructured by the JIRA refactoring. The fixes are direct byproducts of the refactoring: S2142 (re-interrupt InterruptedException) and S1141 (nested try block) in ConnectStandalone were resolved because the large monolithic main() method was decomposed into separate methods (processExtraArgs, createHerder, createConfig) when logic was extracted into AbstractConnectCli; S1170 (make final field static) and S1181 (catch Exception not Throwable) in ConnectDistributed were resolved as the field 'time' was pulled up to the abstract superclass and the try/catch in main() was restructured. The RefactoringMiner detections of Extract Superclass and Pull Up Attribute confirm these structural changes were the mechanism by which the TD was resolved, making all fixes causally related to the feature work."
KAFKA-14610,Improvement,False,high,True,True,4,1,0,True,"The single SonarQube issue (java:S1066 - merge nested if statements) was fixed in MirrorSourceTask.java, which is the exact file at the core of the JIRA improvement. The feature work restructured maybeSyncOffsets/sendOffsetSync into maybeQueueOffsetSyncs/firePendingOffsetSyncs, and the new firePendingOffsetSyncs method uses a while loop with synchronized blocks rather than nested if statements, naturally eliminating the S1066 violation as a byproduct of the restructuring. The test changes in MirrorSourceTaskTest.java directly target the same logic, confirming the TD fix was a natural consequence of the feature implementation rather than deliberate cleanup."
KAFKA-19793,Improvement,False,high,True,True,1,1,1,True,"The SonarQube issue (java:S3776 cognitive complexity) is in StreamsConfig.java, exactly the file where the feature work occurred. The fixed issue and the new issue are the same rule at the same complexity level (28), indicating the issue merely moved to a new line number due to code restructuring — the rename of checkIfUnexpectedUserSpecifiedConsumerConfig to checkIfUnexpectedUserSpecifiedClientConfig and the addition of new calls in getMainConsumerConfigs, getRestoreConsumerConfigs, and getGlobalConsumerConfigs. The 'fix' is a natural byproduct of the structural refactoring performed to implement the JIRA feature (disabling auto topic creation for all consumer types), not deliberate TD remediation."
KAFKA-19946,Improvement,False,high,True,True,2,1,1,True,"The fixed SonarQube issue (java:S3776 cognitive complexity in ShareSessionHandler.java) is in the exact same method 'newShareFetchBuilder' that was restructured to implement the JIRA improvement — the method was refactored to accept a 'canSkipIfRequestEmpty' parameter, reorganize conditional logic, and introduce an early-return path, which directly caused the complexity reduction. However, the new issue added at line 116 shows complexity actually increased from 29 to 32 (net change +3), indicating the feature work added more branching logic than it removed; the old violation was resolved only because the method structure changed, not because complexity was intentionally reduced. The test changes in ShareSessionHandlerTest.java uniformly update all calls to the refactored method signature, confirming the TD fix was a direct byproduct of the feature implementation rather than incidental cleanup."
