jira_id,issue_type,prefactoring_detected,confidence,structural_refactoring,structural_td_fixed,refactoring_count,fixed_count,new_count,diff_available,reasoning
HDDS-13831,Improvement,False,high,False,False,2,1,2,True,"The single fixed SonarQube issue (java:S5803 about getRaftPeerId being @VisibleForTesting) is in OzoneManager.java's getServiceList() method, which is the exact locus of the JIRA feature work. The old code called getRaftPeerId() in a simpler context, and the refactoring replaced the inline usage with a variable assignment (RaftPeerId selfPeerId = omRatisServer.getRaftPeerId()) that moved the call to a new location — this fixed the old violation but introduced a new one at line 3310, indicating the TD fix was a byproduct of restructuring the method to implement the correct role logic. The feature required adding conditional logic to determine the actual role (LEADER/FOLLOWER/LISTENER) instead of hardcoding LEADER, which naturally restructured how getRaftPeerId was used, making this a causal byproduct rather than incidental cleanup."
HDDS-6170,Improvement,False,high,True,True,6,2,5,True,"The STRUCTURAL fix in ReplicationManager.java (java:S3776, cognitive complexity reduction) is causally related: the feature required modifying processContainer() to accept a ReplicationManagerReport parameter and adding multiple health-state tracking branches, which restructured the if/else logic (Split Conditional refactoring detected by RefactoringMiner for the QUASI_CLOSED block) and extracted variables for sufficientlyReplicated/placementSatisfied, naturally reducing the original complexity flag while simultaneously introducing new complexity (the new issues show complexity rose to 30). The COSMETIC fix in XceiverClientGrpc.java (java:S6541, Brain Method) is spatially outside the feature scope — this file was not touched in the diff at all — making it incidental cleanup committed alongside the feature work."
HDDS-13757,Improvement,False,high,True,True,3,1,0,True,"The single SonarQube issue fixed (java:S107 - Constructor has 8 parameters) is in OMSnapshotMoveDeletedKeysResponse.java, which is precisely the file the JIRA issue targets. The JIRA explicitly states the goal is to create a Builder to replace the oversized constructor and remove the checkstyle suppression — the TD fix is not incidental but the direct and intended outcome of the feature work. The diff confirms the 8-parameter constructor was replaced with a Builder pattern, eliminating both the @SuppressWarnings annotation and the S107 violation as a direct consequence of implementing the requested improvement."
HDDS-6420,Improvement,False,high,True,False,7,1,0,True,"The single SonarQube fix is a null-pointer access warning (S2259) in OMKeyRequest.java, a file that is not part of the core feature work (which focused on RatisReplicationConfig.java and StandaloneReplicationConfig.java introducing static getInstance() methods). The feature's locus is the replication config classes and their call sites being updated from 'new XReplicationConfig()' to 'X.getInstance()', while the SonarQube fix addresses a potential null dereference in an unrelated ozone-manager request handler. There is no structural or logical connection between making replication config objects into flyweights and fixing a null access in OMKeyRequest.java, indicating this is incidental cleanup committed alongside the feature work."
HDDS-7406,Improvement,False,high,False,False,2,1,1,True,"The fixed SonarQube issue (java:S3740 - raw generic type on Table) is in KeyDeletingService.java, which is the exact file the JIRA issue targets. The fix — adding the parameterized type 'Table<String, RepeatedOmKeyInfo>' — was a direct byproduct of the JIRA work that touched the deleteAllKeys method (removing RocksDBException, improving debug logs). The new SonarQube issue (java:S3776 - cognitive complexity at line 159) was introduced by the same commit due to wrapping LOG.debug calls in isDebugEnabled() guards (part of the 'improve debug log' objective), confirming the changes were causally driven by the JIRA scope, not incidental cleanup."
HDDS-4223,Improvement,False,high,True,True,49,14,0,True,"The JIRA explicitly targets replacing multi-parameter constructors in OzoneBucket.java and OzoneVolume.java with Builder patterns — exactly the files where all 14 SonarQube issues (java:S107 'too many parameters' violations for constructors with 8-19 params, and java:S1172 unused parameter 'conf') were fixed. The diff shows the old constructors with 8-19 parameters were deleted and replaced with a single Builder-based constructor, directly resolving the S107 violations as a necessary byproduct of the refactoring. The unused 'conf' parameter warning (S1172) was also resolved because the Builder pattern made 'conf' optional rather than a required constructor parameter. All TD fixes are in the core feature files (OzoneBucket.java, OzoneVolume.java) and are a direct structural consequence of implementing the Builder pattern improvement described in the JIRA."
HDDS-9985,Improvement,False,high,True,True,1,3,1,True,"The JIRA issue explicitly targets replacing Guava Optional with java.util.Optional. All three fixed SonarQube issues are in CacheValue.java, which was modified as a direct part of this work: the deprecated constructor using Guava's Optional.orNull() was removed (fixing S6355 'Add since/forRemoval to @Deprecated' and S1133 'Do not forget to remove deprecated code'), and the class was made final (fixing S119 generic naming, though one new S119 was added). These TD fixes are causal byproducts of the feature: removing the deprecated Guava-based constructor was necessary to eliminate the Guava Optional usage in CacheValue, and making the class final was a structural cleanup accompanying that constructor removal. All changes are spatially and logically within the feature's locus."
HDDS-8713,Improvement,False,high,True,False,3,1,1,True,"The single SonarQube issue (java:S1168 'Return an empty array instead of null') is in RDBTable.java, which is the primary file modified to implement the JIRA improvement. The fixed issue and the new issue are both in RDBTable.java at nearby lines, suggesting the S1168 violation moved line positions as a side effect of restructuring the isExist/getIfExist methods to remove the keyMayExist boolean method and fix the zero-size value bug. The refactoring of these methods (removing db.keyMayExist boolean, changing control flow in isExist and getIfExist) directly caused the SonarQube issue to shift location rather than being independently introduced or fixed, making this a causal byproduct of the core feature work rather than incidental cleanup."
HDDS-7286,Improvement,False,high,True,True,10,7,0,True,"All 7 fixed SonarQube issues are directly in ContainerManager.java and ContainerManagerImpl.java, which are the exact files identified in the JIRA description as needing cleanup. The 5 S1135 (TODO comment) fixes correspond directly to TODO comments removed in the diff (e.g., 'TODO: Add extensive javadoc', 'TODO: Rename this to ContainerManager', 'TODO: Introduce container level locks', 'TODO: Remove the null check'). The 2 S1874 (deprecated getId()) fixes correspond to the code change replacing startID.getId() with startID.compareTo(startID) in ContainerManagerImpl.java. The JIRA explicitly lists 'using deprecated methods' and 'missing javadocs' as issues to resolve, making these TD fixes the primary purpose of the commit rather than incidental cleanup."
HDDS-11615,Improvement,False,high,True,False,7,1,1,True,"The single SonarQube issue fixed (java:S112 in ReconUpgradeAction.java) and re-introduced at line 45 is in the core interface being modified as part of the feature — the 'execute()' method signature was changed to 'execute(ReconStorageContainerManagerFacade scmFacade) throws Exception', which is a direct structural change required by the JIRA feature to pass the SCM facade context to upgrade actions. The net TD delta is zero (1 fixed, 1 new at the new line number), indicating this is simply the same generic exception declaration moving to a new line position as the method signature changed — a natural byproduct of restructuring the interface to support the new upgrade action framework. The test changes in TestReconLayoutVersionManager.java and the new TestInitialConstraintUpgradeAction.java directly cover the modified execute() method, confirming causal relationship."
HDDS-8639,Improvement,True,high,True,True,21,5,3,True,"All 5 fixed SonarQube issues are in files directly modified as part of the JIRA cleanup work: the removal of unused 'chunkSize' and 'blockSize' fields in RpcClient.java (S1068) is a direct result of the cleanup removing those field initializations; the boxing issues in RpcClient.java (S5411) were fixed as part of refactoring the GDPR logic (Boolean.valueOf -> Boolean.parseBoolean); and the S5542 issue in GDPRSymmetricKey.java was resolved as part of the explicit 'Refactor GDPRSymmetricKey related code' task described in the JIRA. The code changes show structural refactoring (Extract Method, Extract And Move Method) that restructured exactly the code paths where TD was fixed, making these causal byproducts of the feature work rather than incidental cleanup."
HDDS-10036,Improvement,False,high,True,True,29,7,3,True,"The core feature work was renaming/refactoring OzoneManagerRatisServer.getServer() to getServerDivision() and exposing the Division directly, which directly caused the S5803 violations for 'getServer' in OzoneManager.java, OzoneManagerStateMachine.java, and OMPrepareRequest.java to be fixed (replaced with 'getServerDivision'), while also resolving the S5803 violations for 'getRaftLeaderAddress' in OzoneManager.java and OzoneManagerProtocolServerSideTranslatorPB.java as those call sites were eliminated through the newOMNotLeaderException() refactoring. The S1488 (immediate return of raftClientRequest) and S1068 (unused omRatisAddress field) in OzoneManagerRatisServer.java are directly in the primary locus of change and are byproducts of the structural refactoring of that class. The S1068 fix (removing omRatisAddress) is slightly more incidental but still within the same class being restructured. Test changes in TestOzoneManagerHAWithAllRunning, TestOzoneManagerHAWithStoppedNodes, TestOzoneManagerPrepare, and TestTransferLeadershipShell all update call sites from getServer() to getServerDivision(), directly confirming the causal relationship."
HDDS-9049,Improvement,False,high,True,True,3,1,0,True,"The JIRA improvement targets DeleteVolumeHandler to use OM ServiceId from address instead of explicit option, but the SonarQube fix (java:S3776 cognitive complexity reduction) is in DeleteBucketHandler.java, which is the file where the pattern was already applied ('Similar to BucketDeleteHandler'). The refactoring in DeleteBucketHandler.java extracts the service ID logic into OzoneAddress.getOmServiceId(), replacing an inline if-else block and reducing cognitive complexity from 16 to 15 — this complexity drop is a direct byproduct of the structural refactoring that moved the shared logic to OzoneAddress as part of implementing the feature. The test change in TestOzoneShellHA.java removes the explicit '-id' option from the volume delete test, confirming the feature scope encompasses both DeleteBucketHandler and DeleteVolumeHandler refactoring."
HDDS-7432,Improvement,False,high,True,False,3,2,3,True,"Both fixed SonarQube issues (java:S1700 field rename and java:S3740 raw generic type) were in CommandQueue.java, the exact file the JIRA improvement targeted. The JIRA explicitly required moving the CommandSummary tracking (the Map<SCMCommandProto.Type, Integer> summary field) from the outer class into the inner Commands class — this structural refactoring directly caused the old SonarQube violations to be resolved (they disappeared from their original locations) while new violations appeared at the new location (line 151-152) for the same issues plus a new S1640 EnumMap suggestion. The fixes are causal byproducts of the feature work: the field 'commands' renaming issue and raw generic issue moved with the refactoring rather than being independently addressed, confirming they were side effects of the structural change rather than deliberate TD cleanup."
HDDS-10410,Improvement,False,high,True,True,11,1,1,True,"The fixed SonarQube issue (java:S8491 - dangling Javadoc comment) is in KeyValueContainerUtil.java, which is one of the core files modified by the JIRA feature work. The diff shows that the dangling Javadoc was removed as a direct consequence of restructuring the getBlockLength() method to eliminate the ChunkInfo.getFromProtoBuf() call — the method was refactored from a loop-based implementation to a stream-based one, and the orphaned Javadoc block that had no associated method was cleaned up in the process. This is a natural byproduct of the structural refactoring required to implement the feature (avoiding ChunkInfo creation), not an independent cleanup act. The new SonarQube issue introduced (java:S1130 - unnecessary IOException declaration) in the same file at line 405 is similarly a direct consequence of simplifying getBlockLength() to a stream expression that no longer throws IOException."
HDDS-12371,Improvement,False,high,True,True,25,3,2,True,"All three fixed SonarQube issues are in the exact files central to the JIRA work: KeyManagerImpl.java and OmMetadataManagerImpl.java. The Stream.peek removal (S3864) and Collectors.toList() (S6204) in KeyManagerImpl.java were fixed because the entire peek-based stream chain was replaced when moving OmMultipartUpload construction logic into OmMetadataManagerImpl. The cognitive complexity reduction (S3776) in OmMetadataManagerImpl.java was a direct byproduct of restructuring getMultipartUploadKeys to eliminate the separate noPagination branch and the TreeSet/subSet pagination logic, replacing it with a simpler list-based approach. The new S3776 issue at line 1938 confirms complexity was partially traded rather than fully resolved, consistent with genuine refactoring side-effects rather than deliberate TD cleanup."
HDDS-10699,Improvement,True,high,True,True,32,3,0,True,"All three SonarQube issues are in ContainerBalancerTask.java, which is the core file being refactored per the JIRA. The two S1450 issues ('threshold' and 'clusterAvgUtilisation' fields converted to local variables) are directly caused by the refactoring that moved these instance fields to local scope within initializeIteration() and calculateAvgUtilization() — visible in the diff where 'this.threshold' and 'this.clusterAvgUtilisation' are removed as fields and re-declared as locals. The S1155 issue (isEmpty() instead of size()==0) was fixed in calculateAvgUtilization() simultaneously with making it public static, which was required so tests in the refactored TestContainerBalancerDatanodeNodeLimit could call it directly. All three fixes are natural byproducts of the structural refactoring described in the JIRA, not incidental cleanups in unrelated files."
HDDS-9772,Improvement,False,high,True,True,21,2,0,True,"The S3706 fix in XceiverServerRatis.java (replacing .stream().forEach() with .forEach()) is directly inside the feature's primary locus — the diff restructures XceiverServerRatis to cache DatanodeRatisServerConfig, and the .forEach() simplification appears in the same newRaftProperties() method that was refactored as part of this work, making it a causal byproduct. The S1488 fix in SCMBlockLocationFailoverProxyProvider.java (removing temporary 'retryPolicy' variable) is also in a file touched by the feature work — the diff refactors getSCMBlockLocationRetryPolicy() to remove its parameter and caches SCMClientConfig, and the immediate-return fix is a direct consequence of that method restructuring. Both TD fixes occur within files and methods that were substantively changed as part of the feature implementation, not in unrelated utility code."
HDDS-11081,Improvement,False,high,True,True,24,4,1,True,"All four fixed SonarQube issues are in files directly touched by the JIRA feature work (HadoopFsGenerator.java, HadoopDirTreeGenerator.java, HadoopFsValidator.java, HsyncGenerator.java). The S5164 issue in HadoopFsGenerator (threadLocal remove()) was resolved as part of extracting the ThreadLocal FileSystem logic into HadoopBaseFreonGenerator, which is the core of the JIRA improvement. The S1858 issue (redundant toString() on 'parent') in HadoopDirTreeGenerator was fixed as a natural byproduct of restructuring the makeDirWithGivenNumberOfFiles method during the refactoring. The S1450 issues in HadoopFsValidator and HsyncGenerator (private fields that should be local variables) were resolved because the refactoring moved FileSystem instantiation out of those classes entirely into the new base class, eliminating the fields. All fixes are direct structural byproducts of implementing the thread-local FileSystem pattern via superclass extraction, not opportunistic cleanups."
HDDS-11555,Improvement,False,high,True,True,9,1,1,True,"The single SonarQube issue fixed (and re-added at a different line) in InterSCMGrpcService.java is the `getStore` @VisibleForTesting warning at line 57, which persists before and after — the delta shows the issue moved from an unknown line to line 57, meaning it was not actually fixed. The core feature work converted `new SCMDBDefinition()` instantiations to `SCMDBDefinition.get()` singleton access across the codebase, and InterSCMGrpcService.java was naturally touched as a callsite of `SCMDBDefinition`. The `getStore` warning is a pre-existing issue in that file that was not addressed by the singleton refactoring — it appears as both fixed and re-introduced at the same line in the diff, indicating it is an artifact of the line-number shift rather than a deliberate TD fix. The change is therefore a direct causal byproduct of the singleton conversion touching InterSCMGrpcService.java as part of the JIRA scope."
HDDS-11589,Improvement,False,high,True,False,4,1,1,True,"The fixed SonarQube issue (java:S2293 - diamond operator) is in ReconSCMDBDefinition.java, which is the exact file the JIRA issue targets for singleton conversion. The diamond operator fix was a direct byproduct of rewriting the NODES field initialization during the singleton refactoring — the constructor call `new DBColumnFamilyDefinition<UUID, DatanodeDetails>(...)` was replaced with `new DBColumnFamilyDefinition<>(...)` as part of reformatting that same line during the structural change. The new SonarQube issue (java:S6548) confirms the singleton pattern was introduced, which is the explicit goal of JIRA HDDS-11589, demonstrating the TD fix was causally entangled with the feature work rather than incidental cleanup."
HDDS-13435,Improvement,False,high,True,True,2,2,2,True,"Both fixed SonarQube issues are in OzoneAuthorizerFactory.java, which is the core locus of the JIRA feature work. The S6201 issue (instanceof check and cast) was directly resolved because the feature replaced 'instanceof OzoneNativeAuthorizer' with 'instanceof OzoneManagerAuthorizer' — the new interface introduced by the JIRA — as a natural consequence of the refactoring. The S5803 issue (getKeyManager @VisibleForTesting usage) appears in the same file and relates to how forOM() called om.getKeyManager(), which was restructured as part of the feature implementation. The new SonarQube issues added post-commit show the same rule violations at new line numbers, indicating the structural changes shifted code rather than independently addressing unrelated TD. Both fixes are byproducts of implementing the OzoneManagerAuthorizer interface and refactoring OzoneAuthorizerFactory accordingly."
HDDS-8765,Improvement,False,high,True,True,109,17,2,True,"The JIRA improvement directly overhauled the OM lock subsystem by replacing LockManager with Guava Striped locks, with the primary locus being IOzoneManagerLock.java, OzoneManagerLock.java, and OBSKeyPathLockStrategy.java. All 17 fixed SonarQube issues fall squarely in these same files: the deprecated method annotations (S6355, S1133, S1123) were fixed because the deprecated acquireLock/releaseLock/acquireWriteHashedLock/releaseWriteHashedLock methods were removed as part of the API redesign; the duplicate implementation issue (S4144) was resolved because the identical acquireLock/acquireWriteLock and releaseReadHashedLock/releaseWriteLock methods were consolidated; the TODO comments (S1135) and redundant jump (S3626 - the 'return' at end of releaseReadLock) in OBSKeyPathLockStrategy.java were fixed because those methods were rewritten to use the new acquireReadLock/releaseReadLock API. The 2 new issues introduced (a new TODO comment and commented-out code at line 103/108 in OzoneManagerLock.java) also confirm these files are the core locus of change. The test changes in TestOzoneManagerLock.java and TestKeyPathLock.java directly cover the refactored lock API, confirming causal relationship."
